Departamento,Municipio,CÓDIGOS DIVIPOLA,SEXO,VARIABLE / MAYOR DE EDAD (> 18 AÑOS) O MENOR DE EDAD (< 18 AÑOS),(00 a 04),(05 a 09),(10 a 13),(14 a 17),(18 a 19),(20 a 24),(25 a 28),(29 a 34),(35 a 39),(40 a 44),(45 a 49),(50 a 54),(55 a 59),(60 a 64),(65 a 69),(70 a 74),(75 a 79),(80 y más),TOTAL
Putumayo , San Miguel,86757,Hombre,Mayores de Edad (>18 años), -   , -   , -   , -   , -   , -   , 1 , -   , 2 , -   , 2 , 1 , -   , -   , -   , -   , -   , 1 , 7 
Putumayo , San Miguel,86757,HOMBRE,TOTAL, -   , -   , -   , -   , -   , -   , 1 , -   , 2 , -   , 2 , 1 , -   , -   , -   , -   , -   , 1 , 7 
Putumayo , San Miguel,86757,Mujer,Menores de Edad (<18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Putumayo , San Miguel,86757,Mujer,Mayores de Edad (>18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Putumayo , San Miguel,86757,MUJER,TOTAL, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Putumayo , San Miguel,86757,Indeterminado,Menores de Edad (<18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Putumayo , San Miguel,86757,Indeterminado,Mayores de Edad (>18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Putumayo , San Miguel,86757,INDETERMINADO,TOTAL, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Putumayo , San Miguel,86757,TOTAL,0, -   , -   , -   , -   , -   , -   , 1 , -   , 2 , -   , 2 , 1 , -   , -   , -   , -   , -   , 1 , 7 
Putumayo , Santiago,86760,Hombre,Menores de Edad (<18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Putumayo , Santiago,86760,Hombre,Mayores de Edad (>18 años), -   , -   , -   , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 
Putumayo , Santiago,86760,HOMBRE,TOTAL, -   , -   , -   , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 
Putumayo , Santiago,86760,Mujer,Menores de Edad (<18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Putumayo , Santiago,86760,Mujer,Mayores de Edad (>18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Putumayo , Santiago,86760,MUJER,TOTAL, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Putumayo , Santiago,86760,Indeterminado,Menores de Edad (<18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Putumayo , Santiago,86760,Indeterminado,Mayores de Edad (>18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Putumayo , Santiago,86760,INDETERMINADO,TOTAL, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Putumayo , Santiago,86760,TOTAL,0, -   , -   , -   , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 
Putumayo , Valle del Guamuez,86865,Hombre,Menores de Edad (<18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Putumayo , Valle del Guamuez,86865,Hombre,Mayores de Edad (>18 años), -   , -   , -   , -   , -   , 4 , 1 , 2 , -   , -   , 3 , 1 , -   , -   , -   , -   , -   , -   , 11 
Putumayo , Valle del Guamuez,86865,HOMBRE,TOTAL, -   , -   , -   , -   , -   , 4 , 1 , 2 , -   , -   , 3 , 1 , -   , -   , -   , -   , -   , -   , 11 
Putumayo , Valle del Guamuez,86865,Mujer,Menores de Edad (<18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Putumayo , Valle del Guamuez,86865,Mujer,Mayores de Edad (>18 años), -   , -   , -   , -   , -   , 1 , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 2 
Putumayo , Valle del Guamuez,86865,MUJER,TOTAL, -   , -   , -   , -   , -   , 1 , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 2 
Putumayo , Valle del Guamuez,86865,Indeterminado,Menores de Edad (<18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Putumayo , Valle del Guamuez,86865,Indeterminado,Mayores de Edad (>18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Putumayo , Valle del Guamuez,86865,INDETERMINADO,TOTAL, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Putumayo , Valle del Guamuez,86865,TOTAL,0, -   , -   , -   , -   , -   , 5 , 2 , 2 , -   , -   , 3 , 1 , -   , -   , -   , -   , -   , -   , 13 
Putumayo , Villagarzón,86885,Hombre,Menores de Edad (<18 años), -   , -   , -   , 3 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 3 
Putumayo , Villagarzón,86885,Hombre,Mayores de Edad (>18 años), -   , -   , -   , -   , -   , 1 , 1 , 3 , 1 , 2 , -   , 1 , 1 , -   , -   , -   , -   , -   , 10 
Putumayo , Villagarzón,86885,HOMBRE,TOTAL, -   , -   , -   , 3 , -   , 1 , 1 , 3 , 1 , 2 , -   , 1 , 1 , -   , -   , -   , -   , -   , 13 
Putumayo , Villagarzón,86885,Mujer,Menores de Edad (<18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Putumayo , Villagarzón,86885,Mujer,Mayores de Edad (>18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Putumayo , Villagarzón,86885,MUJER,TOTAL, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Putumayo , Villagarzón,86885,Indeterminado,Menores de Edad (<18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Putumayo , Villagarzón,86885,Indeterminado,Mayores de Edad (>18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Putumayo , Villagarzón,86885,INDETERMINADO,TOTAL, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Putumayo , Villagarzón,86885,TOTAL,0, -   , -   , -   , 3 , -   , 1 , 1 , 3 , 1 , 2 , -   , 1 , 1 , -   , -   , -   , -   , -   , 13 
Quindío , Armenia,63001,Hombre,Menores de Edad (<18 años), -   , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 
Quindío , Armenia,63001,Hombre,Mayores de Edad (>18 años), -   , -   , -   , -   , 3 , 17 , 13 , 17 , 9 , 4 , 2 , 1 , 2 , 2 , 1 , -   , -   , 2 , 73 
Quindío , Armenia,63001,HOMBRE,TOTAL, -   , -   , -   , 1 , 3 , 17 , 13 , 17 , 9 , 4 , 2 , 1 , 2 , 2 , 1 , -   , -   , 2 , 74 
Quindío , Armenia,63001,Mujer,Menores de Edad (<18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Quindío , Armenia,63001,Mujer,Mayores de Edad (>18 años), -   , -   , -   , -   , -   , 1 , 1 , -   , 1 , -   , 2 , 1 , -   , 1 , -   , -   , -   , -   , 7 
Quindío , Armenia,63001,MUJER,TOTAL, -   , -   , -   , -   , -   , 1 , 1 , -   , 1 , -   , 2 , 1 , -   , 1 , -   , -   , -   , -   , 7 
Quindío , Armenia,63001,Indeterminado,Menores de Edad (<18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Quindío , Armenia,63001,Indeterminado,Mayores de Edad (>18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Quindío , Armenia,63001,INDETERMINADO,TOTAL, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Quindío , Armenia,63001,TOTAL,0, -   , -   , -   , 1 , 3 , 18 , 14 , 17 , 10 , 4 , 4 , 2 , 2 , 3 , 1 , -   , -   , 2 , 81 
Quindío , Calarcá,63130,Hombre,Menores de Edad (<18 años), -   , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 
Quindío , Calarcá,63130,Hombre,Mayores de Edad (>18 años), -   , -   , -   , -   , -   , 5 , 4 , 3 , -   , 2 , -   , -   , 1 , -   , 2 , -   , -   , -   , 17 
Quindío , Calarcá,63130,HOMBRE,TOTAL, -   , -   , -   , 1 , -   , 5 , 4 , 3 , -   , 2 , -   , -   , 1 , -   , 2 , -   , -   , -   , 18 
Quindío , Calarcá,63130,Mujer,Menores de Edad (<18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Quindío , Calarcá,63130,Mujer,Mayores de Edad (>18 años), -   , -   , -   , -   , -   , -   , -   , 1 , -   , -   , -   , -   , 1 , -   , -   , -   , -   , -   , 2 
Quindío , Calarcá,63130,MUJER,TOTAL, -   , -   , -   , -   , -   , -   , -   , 1 , -   , -   , -   , -   , 1 , -   , -   , -   , -   , -   , 2 
Quindío , Calarcá,63130,Indeterminado,Menores de Edad (<18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Quindío , Calarcá,63130,Indeterminado,Mayores de Edad (>18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Quindío , Calarcá,63130,INDETERMINADO,TOTAL, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Quindío , Calarcá,63130,TOTAL,0, -   , -   , -   , 1 , -   , 5 , 4 , 4 , -   , 2 , -   , -   , 2 , -   , 2 , -   , -   , -   , 20 
Quindío , Circasia,63190,Hombre,Menores de Edad (<18 años), -   , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 
Quindío , Circasia,63190,Hombre,Mayores de Edad (>18 años), -   , -   , -   , -   , -   , 4 , -   , 2 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 6 
Quindío , Circasia,63190,HOMBRE,TOTAL, -   , -   , -   , 1 , -   , 4 , -   , 2 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 7 
Quindío , Circasia,63190,Mujer,Menores de Edad (<18 años), -   , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 
Quindío , Circasia,63190,Mujer,Mayores de Edad (>18 años), -   , -   , -   , -   , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 
Quindío , Circasia,63190,MUJER,TOTAL, -   , -   , -   , 1 , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 2 
Quindío , Circasia,63190,Indeterminado,Menores de Edad (<18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Quindío , Circasia,63190,Indeterminado,Mayores de Edad (>18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Quindío , Circasia,63190,INDETERMINADO,TOTAL, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Quindío , Circasia,63190,TOTAL,0, -   , -   , -   , 2 , -   , 4 , 1 , 2 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 9 
Quindío , Filandia,63272,Hombre,Menores de Edad (<18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Quindío , Filandia,63272,Hombre,Mayores de Edad (>18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 , -   , -   , -   , -   , 1 
Quindío , Filandia,63272,HOMBRE,TOTAL, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 , -   , -   , -   , -   , 1 
Quindío , Filandia,63272,Mujer,Menores de Edad (<18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Quindío , Filandia,63272,Mujer,Mayores de Edad (>18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Quindío , Filandia,63272,MUJER,TOTAL, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Quindío , Filandia,63272,Indeterminado,Menores de Edad (<18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Quindío , Filandia,63272,Indeterminado,Mayores de Edad (>18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Quindío , Filandia,63272,INDETERMINADO,TOTAL, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Quindío , Filandia,63272,TOTAL,0, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 , -   , -   , -   , -   , 1 
Quindío , La Tebaida,63401,Hombre,Menores de Edad (<18 años), -   , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 
Quindío , La Tebaida,63401,Hombre,Mayores de Edad (>18 años), -   , -   , -   , -   , 1 , 7 , 4 , -   , -   , -   , 2 , -   , -   , -   , -   , -   , -   , -   , 14 
Quindío , La Tebaida,63401,HOMBRE,TOTAL, -   , -   , -   , 1 , 1 , 7 , 4 , -   , -   , -   , 2 , -   , -   , -   , -   , -   , -   , -   , 15 
Quindío , La Tebaida,63401,Mujer,Menores de Edad (<18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Quindío , La Tebaida,63401,Mujer,Mayores de Edad (>18 años), -   , -   , -   , -   , -   , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 
Quindío , La Tebaida,63401,MUJER,TOTAL, -   , -   , -   , -   , -   , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 
Quindío , La Tebaida,63401,Indeterminado,Menores de Edad (<18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Quindío , La Tebaida,63401,Indeterminado,Mayores de Edad (>18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Quindío , La Tebaida,63401,INDETERMINADO,TOTAL, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Quindío , La Tebaida,63401,TOTAL,0, -   , -   , -   , 1 , 1 , 7 , 4 , 1 , -   , -   , 2 , -   , -   , -   , -   , -   , -   , -   , 16 
Quindío , Montenegro,63470,Hombre,Menores de Edad (<18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Quindío , Montenegro,63470,Hombre,Mayores de Edad (>18 años), -   , -   , -   , -   , 3 , 8 , 4 , 3 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 18 
Quindío , Montenegro,63470,HOMBRE,TOTAL, -   , -   , -   , -   , 3 , 8 , 4 , 3 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 18 
Quindío , Montenegro,63470,Mujer,Menores de Edad (<18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Quindío , Montenegro,63470,Mujer,Mayores de Edad (>18 años), -   , -   , -   , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 
Quindío , Montenegro,63470,MUJER,TOTAL, -   , -   , -   , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 
Quindío , Montenegro,63470,Indeterminado,Menores de Edad (<18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Quindío , Montenegro,63470,Indeterminado,Mayores de Edad (>18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Quindío , Montenegro,63470,INDETERMINADO,TOTAL, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Quindío , Montenegro,63470,TOTAL,0, -   , -   , -   , -   , 3 , 9 , 4 , 3 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 19 
Quindío , Pijao,63548,Hombre,Menores de Edad (<18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Quindío , Pijao,63548,Hombre,Mayores de Edad (>18 años), -   , -   , -   , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 
Quindío , Pijao,63548,HOMBRE,TOTAL, -   , -   , -   , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 
Quindío , Pijao,63548,Mujer,Menores de Edad (<18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Quindío , Pijao,63548,Mujer,Mayores de Edad (>18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Quindío , Pijao,63548,MUJER,TOTAL, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Quindío , Pijao,63548,Indeterminado,Menores de Edad (<18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Quindío , Pijao,63548,Indeterminado,Mayores de Edad (>18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Quindío , Pijao,63548,INDETERMINADO,TOTAL, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Quindío , Pijao,63548,TOTAL,0, -   , -   , -   , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 
Quindío , Quimbaya,63594,Hombre,Menores de Edad (<18 años), -   , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 
Quindío , Quimbaya,63594,Hombre,Mayores de Edad (>18 años), -   , -   , -   , -   , 2 , 2 , 3 , 3 , 1 , 1 , -   , 1 , -   , -   , -   , -   , -   , -   , 13 
Quindío , Quimbaya,63594,HOMBRE,TOTAL, -   , -   , -   , 1 , 2 , 2 , 3 , 3 , 1 , 1 , -   , 1 , -   , -   , -   , -   , -   , -   , 14 
Quindío , Quimbaya,63594,Mujer,Menores de Edad (<18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Quindío , Quimbaya,63594,Mujer,Mayores de Edad (>18 años), -   , -   , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , 1 , -   , -   , -   , -   , 2 
Quindío , Quimbaya,63594,MUJER,TOTAL, -   , -   , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , 1 , -   , -   , -   , -   , 2 
Quindío , Quimbaya,63594,Indeterminado,Menores de Edad (<18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Quindío , Quimbaya,63594,Indeterminado,Mayores de Edad (>18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Quindío , Quimbaya,63594,INDETERMINADO,TOTAL, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Quindío , Quimbaya,63594,TOTAL,0, -   , -   , -   , 1 , 3 , 2 , 3 , 3 , 1 , 1 , -   , 1 , -   , 1 , -   , -   , -   , -   , 16 
Quindío , Salento,63690,Hombre,Menores de Edad (<18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Quindío , Salento,63690,Hombre,Mayores de Edad (>18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , 1 
Quindío , Salento,63690,HOMBRE,TOTAL, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , 1 
Quindío , Salento,63690,Mujer,Menores de Edad (<18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Quindío , Salento,63690,Mujer,Mayores de Edad (>18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Quindío , Salento,63690,MUJER,TOTAL, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Quindío , Salento,63690,Indeterminado,Menores de Edad (<18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Quindío , Salento,63690,Indeterminado,Mayores de Edad (>18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Quindío , Salento,63690,INDETERMINADO,TOTAL, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Quindío , Salento,63690,TOTAL,0, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , 1 
Risaralda , Apía,66045,Hombre,Menores de Edad (<18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Risaralda , Apía,66045,Hombre,Mayores de Edad (>18 años), -   , -   , -   , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , 1 , -   , 1 , -   , -   , 3 
Risaralda , Apía,66045,HOMBRE,TOTAL, -   , -   , -   , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , 1 , -   , 1 , -   , -   , 3 
Risaralda , Apía,66045,Mujer,Menores de Edad (<18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Risaralda , Apía,66045,Mujer,Mayores de Edad (>18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Risaralda , Apía,66045,MUJER,TOTAL, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Risaralda , Apía,66045,Indeterminado,Menores de Edad (<18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Risaralda , Apía,66045,Indeterminado,Mayores de Edad (>18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Risaralda , Apía,66045,INDETERMINADO,TOTAL, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Risaralda , Apía,66045,TOTAL,0, -   , -   , -   , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , 1 , -   , 1 , -   , -   , 3 
Risaralda , Balboa,66075,Hombre,Menores de Edad (<18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Risaralda , Balboa,66075,Hombre,Mayores de Edad (>18 años), -   , -   , -   , -   , -   , 2 , -   , -   , -   , -   , -   , -   , -   , -   , 1 , -   , -   , -   , 3 
Risaralda , Balboa,66075,HOMBRE,TOTAL, -   , -   , -   , -   , -   , 2 , -   , -   , -   , -   , -   , -   , -   , -   , 1 , -   , -   , -   , 3 
Risaralda , Balboa,66075,Mujer,Menores de Edad (<18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Risaralda , Balboa,66075,Mujer,Mayores de Edad (>18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Risaralda , Balboa,66075,MUJER,TOTAL, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Risaralda , Balboa,66075,Indeterminado,Menores de Edad (<18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Risaralda , Balboa,66075,Indeterminado,Mayores de Edad (>18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Risaralda , Balboa,66075,INDETERMINADO,TOTAL, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Risaralda , Balboa,66075,TOTAL,0, -   , -   , -   , -   , -   , 2 , -   , -   , -   , -   , -   , -   , -   , -   , 1 , -   , -   , -   , 3 
Risaralda , Belén de Umbría,66088,Hombre,Menores de Edad (<18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Risaralda , Belén de Umbría,66088,Hombre,Mayores de Edad (>18 años), -   , -   , -   , -   , -   , 1 , -   , 1 , 1 , -   , 1 , 2 , 1 , -   , -   , -   , -   , -   , 7 
Risaralda , Belén de Umbría,66088,HOMBRE,TOTAL, -   , -   , -   , -   , -   , 1 , -   , 1 , 1 , -   , 1 , 2 , 1 , -   , -   , -   , -   , -   , 7 
Risaralda , Belén de Umbría,66088,Mujer,Menores de Edad (<18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
