VIOLENCIA INTRAFAMILIAR (VIF) EN BOGOTÁ D.C AÑO 2020 / LOCALIDAD DEL HECHO,Antonio Nariño,Antonio Nariño.1,Antonio Nariño.2,Antonio Nariño.3,Antonio Nariño.4,Antonio Nariño.5,Antonio Nariño.6,Barrios Unidos,Barrios Unidos.1,Barrios Unidos.2,Barrios Unidos.3,Barrios Unidos.4,Barrios Unidos.5,Barrios Unidos.6,Bosa,Bosa.1,Bosa.2,Bosa.3,Bosa.4,Bosa.5,Bosa.6,Chapinero,Chapinero.1,Chapinero.2,Chapinero.3,Chapinero.4,Chapinero.5,Chapinero.6,Ciudad Bolívar,Ciudad Bolívar.1,Ciudad Bolívar.2,Ciudad Bolívar.3,Ciudad Bolívar.4,Ciudad Bolívar.5,Ciudad Bolívar.6,Engativá,Engativá.1,Engativá.2,Engativá.3,Engativá.4,Engativá.5,Engativá.6,Fontibón,Fontibón.1,Fontibón.2,Fontibón.3,Fontibón.4,Fontibón.5,Fontibón.6,Kennedy,Kennedy.1,Kennedy.2,Kennedy.3,Kennedy.4,Kennedy.5,Kennedy.6,La Candelaria,La Candelaria.1,La Candelaria.2,La Candelaria.3,La Candelaria.4,La Candelaria.5,La Candelaria.6,Mártires,Mártires.1,Mártires.2,Mártires.3,Mártires.4,Mártires.5,Mártires.6,Puente Aranda,Puente Aranda.1,Puente Aranda.2,Puente Aranda.3,Puente Aranda.4,Puente Aranda.5,Puente Aranda.6,Rafael Uribe Uribe,Rafael Uribe Uribe.1,Rafael Uribe Uribe.2,Rafael Uribe Uribe.3,Rafael Uribe Uribe.4,Rafael Uribe Uribe.5,Rafael Uribe Uribe.6,San Cristóbal,San Cristóbal.1,San Cristóbal.2,San Cristóbal.3,San Cristóbal.4,San Cristóbal.5,San Cristóbal.6,Santafé,Santafé.1,Santafé.2,Santafé.3,Santafé.4,Santafé.5,Santafé.6,Suba,Suba.1,Suba.2,Suba.3,Suba.4,Suba.5,Suba.6,Sumapaz,Sumapaz.1,Sumapaz.2,Sumapaz.3,Sumapaz.4,Sumapaz.5,Sumapaz.6,Teusaquillo,Teusaquillo.1,Teusaquillo.2,Teusaquillo.3,Teusaquillo.4,Teusaquillo.5,Teusaquillo.6,Tunjuelito,Tunjuelito.1,Tunjuelito.2,Tunjuelito.3,Tunjuelito.4,Tunjuelito.5,Tunjuelito.6,Usaquén,Usaquén.1,Usaquén.2,Usaquén.3,Usaquén.4,Usaquén.5,Usaquén.6,Usme,Usme.1,Usme.2,Usme.3,Usme.4,Usme.5,Usme.6,Sin información,Sin información.1,Sin información.2,Sin información.3,Sin información.4,Sin información.5,Sin información.6,CIFRA
Otros,-,1,1,-,1,1,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,2,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7
Sin Información,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,1,1,2,3
VIOLENCIA CONTRA EL ADULTO MAYOR (VIF),-,6,6,-,8,8,14,-,4,4,-,7,7,11,-,21,21,-,19,19,40,-,2,2,-,3,3,5,-,25,25,-,19,19,44,-,30,30,-,23,23,53,-,5,5,-,4,4,9,-,19,19,-,31,31,50,-,2,2,-,1,1,3,-,4,4,-,7,7,11,-,8,8,-,8,8,16,-,8,8,-,7,7,15,-,16,16,-,17,17,33,-,5,5,-,-,-,5,-,19,19,-,17,17,36,-,-,-,-,-,-,-,-,1,1,-,5,5,6,-,10,10,-,6,6,16,-,10,10,-,9,9,19,-,18,18,-,18,18,36,-,3,3,-,7,7,10,432
Áreas Deportivas y/o Recreativas,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
"Calle (Autopista, Avenida, Dentro de La Ciudad)",-,-,-,-,1,1,1,-,-,-,-,-,-,-,-,3,3,-,1,1,4,-,-,-,-,-,-,-,-,5,5,-,1,1,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,3,-,3,3,6,-,-,-,-,-,-,-,-,1,1,-,1,1,2,-,1,1,-,-,-,1,-,-,-,-,1,1,1,-,-,-,-,1,1,1,-,1,1,-,-,-,1,-,1,1,-,1,1,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,1,-,2,2,-,1,1,3,-,-,-,-,-,-,-,29
"Centro de Atención Médica (Hospital, Clínica, Consultorio, Etc)",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
"Establecimiento Comercial (Tienda, Centro Comercial, Almacén, Plaza de Mercado)",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
"Lugares de Hospedaje (Hoteles, Campamentos Y Otros Tipos de Hospedaje No Permanente, Moteles, Etc)",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,1,1,2,-,-,-,-,3,3,3,-,-,-,-,-,-,-,-,1,1,-,1,1,2,-,-,-,-,-,-,-,-,-,-,-,2,2,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5,5,-,4,4,9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,1,1,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,20
Vía Pública,-,-,-,-,-,-,-,-,1,1,-,-,-,1,-,-,-,-,1,1,1,-,-,-,-,-,-,-,-,1,1,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5
Vivienda,-,6,6,-,7,7,13,-,3,3,-,7,7,10,-,17,17,-,15,15,32,-,2,2,-,-,-,2,-,18,18,-,18,18,36,-,29,29,-,22,22,51,-,5,5,-,4,4,9,-,16,16,-,26,26,42,-,2,2,-,1,1,3,-,2,2,-,5,5,7,-,7,7,-,8,8,15,-,8,8,-,6,6,14,-,16,16,-,16,16,32,-,4,4,-,-,-,4,-,13,13,-,12,12,25,-,-,-,-,-,-,-,-,1,1,-,5,5,6,-,9,9,-,6,6,15,-,8,8,-,8,8,16,-,16,16,-,17,17,33,-,3,3,-,7,7,10,375
TOTAL,15,16,31,3,43,46,77,6,13,19,6,32,38,57,111,123,234,116,210,326,560,4,11,15,7,19,26,41,86,160,246,109,235,344,590,57,130,187,54,182,236,423,23,40,63,18,34,52,115,90,150,240,90,257,347,587,-,5,5,-,9,9,14,15,18,33,21,33,54,87,8,45,53,18,51,69,122,46,69,115,40,108,148,263,71,107,178,82,177,259,437,7,35,42,17,45,62,104,63,133,196,56,207,263,459,-,-,-,-,1,1,1,10,9,19,2,17,19,38,25,45,70,15,55,70,140,20,56,76,25,67,92,168,50,76,126,55,124,179,305,46,37,83,31,44,75,158,4746
VARIABLE: ZONA DEL HECHO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"VIOLENCIA CONTRA NIÑOS, NIÑAS Y ADOLESCENTES (VIF)",15,-,15,3,-,3,18,6,-,6,6,-,6,12,111,-,111,116,-,116,227,4,-,4,7,-,7,11,86,-,86,109,-,109,195,57,-,57,54,-,54,111,23,-,23,18,-,18,41,90,-,90,90,-,90,180,-,-,-,-,-,-,-,15,-,15,21,-,21,36,8,-,8,18,-,18,26,46,-,46,40,-,40,86,71,-,71,82,-,82,153,7,-,7,17,-,17,24,63,-,63,56,-,56,119,-,-,-,-,-,-,-,10,-,10,2,-,2,12,25,-,25,15,-,15,40,20,-,20,25,-,25,45,50,-,50,55,-,55,105,46,-,46,31,-,31,77,1518
Cabecera municipal,14,-,14,3,-,3,17,5,-,5,6,-,6,11,106,-,106,107,-,107,213,4,-,4,7,-,7,11,82,-,82,103,-,103,185,55,-,55,53,-,53,108,21,-,21,18,-,18,39,83,-,83,87,-,87,170,-,-,-,-,-,-,-,15,-,15,18,-,18,33,8,-,8,17,-,17,25,45,-,45,37,-,37,82,68,-,68,75,-,75,143,6,-,6,17,-,17,23,61,-,61,55,-,55,116,-,-,-,-,-,-,-,9,-,9,2,-,2,11,25,-,25,15,-,15,40,20,-,20,25,-,25,45,47,-,47,52,-,52,99,45,-,45,31,-,31,76,1447
"Centro poblado (corregimiento, inspección de policía y caserío) ",1,-,1,-,-,-,1,-,-,-,-,-,-,-,5,-,5,9,-,9,14,-,-,-,-,-,-,-,3,-,3,5,-,5,8,1,-,1,1,-,1,2,2,-,2,-,-,-,2,7,-,7,3,-,3,10,-,-,-,-,-,-,-,-,-,-,3,-,3,3,-,-,-,1,-,1,1,1,-,1,3,-,3,4,3,-,3,7,-,7,10,1,-,1,-,-,-,1,1,-,1,1,-,1,2,-,-,-,-,-,-,-,1,-,1,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,2,3,-,3,5,-,-,-,-,-,-,-,64
Parte rural (vereda y campo),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,1,-,1,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3
Sin información,-,-,-,-,-,-,-,1,-,1,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,-,-,-,1,1,-,1,-,-,-,1,4
VIOLENCIA ENTRE OTROS FAMILIARES (VIF),-,10,10,-,35,35,45,-,9,9,-,25,25,34,-,102,102,-,191,191,293,-,9,9,-,16,16,25,-,135,135,-,216,216,351,-,100,100,-,159,159,259,-,35,35,-,30,30,65,-,131,131,-,226,226,357,-,3,3,-,8,8,11,-,14,14,-,26,26,40,-,37,37,-,43,43,80,-,61,61,-,101,101,162,-,91,91,-,160,160,251,-,30,30,-,45,45,75,-,114,114,-,190,190,304,-,-,-,-,1,1,1,-,8,8,-,12,12,20,-,35,35,-,49,49,84,-,46,46,-,58,58,104,-,58,58,-,106,106,164,-,34,34,-,37,37,71,2796
Cabecera municipal,-,9,9,-,35,35,44,-,9,9,-,24,24,33,-,99,99,-,190,190,289,-,9,9,-,16,16,25,-,131,131,-,212,212,343,-,98,98,-,158,158,256,-,34,34,-,30,30,64,-,128,128,-,223,223,351,-,3,3,-,8,8,11,-,14,14,-,25,25,39,-,37,37,-,43,43,80,-,58,58,-,99,99,157,-,89,89,-,160,160,249,-,29,29,-,43,43,72,-,113,113,-,186,186,299,-,-,-,-,1,1,1,-,8,8,-,12,12,20,-,35,35,-,48,48,83,-,44,44,-,58,58,102,-,55,55,-,103,103,158,-,33,33,-,36,36,69,2745
"Centro poblado (corregimiento, inspección de policía y caserío) ",-,1,1,-,-,-,1,-,-,-,-,1,1,1,-,2,2,-,1,1,3,-,-,-,-,-,-,-,-,2,2,-,3,3,5,-,2,2,-,1,1,3,-,1,1,-,-,-,1,-,2,2,-,3,3,5,-,-,-,-,-,-,-,-,-,-,-,1,1,1,-,-,-,-,-,-,-,-,2,2,-,1,1,3,-,1,1,-,-,-,1,-,1,1,-,2,2,3,-,1,1,-,4,4,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,-,1,1,-,-,-,1,-,1,1,-,2,2,3,-,-,-,-,1,1,1,38
Parte rural (vereda y campo),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,-,-,-,-,-,-,-,3
Sin información,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,2,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,1,1,2,-,1,1,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,1,-,2,2,-,-,-,2,-,1,1,-,-,-,1,10
VIOLENCIA CONTRA EL ADULTO MAYOR (VIF),-,6,6,-,8,8,14,-,4,4,-,7,7,11,-,21,21,-,19,19,40,-,2,2,-,3,3,5,-,25,25,-,19,19,44,-,30,30,-,23,23,53,-,5,5,-,4,4,9,-,19,19,-,31,31,50,-,2,2,-,1,1,3,-,4,4,-,7,7,11,-,8,8,-,8,8,16,-,8,8,-,7,7,15,-,16,16,-,17,17,33,-,5,5,-,-,-,5,-,19,19,-,17,17,36,-,-,-,-,-,-,-,-,1,1,-,5,5,6,-,10,10,-,6,6,16,-,10,10,-,9,9,19,-,18,18,-,18,18,36,-,3,3,-,7,7,10,432
Cabecera municipal,-,6,6,-,7,7,13,-,4,4,-,6,6,10,-,20,20,-,19,19,39,-,2,2,-,3,3,5,-,25,25,-,19,19,44,-,30,30,-,23,23,53,-,5,5,-,4,4,9,-,17,17,-,31,31,48,-,2,2,-,1,1,3,-,4,4,-,7,7,11,-,8,8,-,8,8,16,-,8,8,-,7,7,15,-,16,16,-,17,17,33,-,5,5,-,-,-,5,-,18,18,-,16,16,34,-,-,-,-,-,-,-,-,1,1,-,4,4,5,-,10,10,-,6,6,16,-,10,10,-,9,9,19,-,18,18,-,16,16,34,-,3,3,-,7,7,10,422
"Centro poblado (corregimiento, inspección de policía y caserío) ",-,-,-,-,1,1,1,-,-,-,-,1,1,1,-,1,1,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,-,-,-,-,-,-,-,7
Sin información,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,-,-,-,-,-,-,-,3
TOTAL,15,16,31,3,43,46,77,6,13,19,6,32,38,57,111,123,234,116,210,326,560,4,11,15,7,19,26,41,86,160,246,109,235,344,590,57,130,187,54,182,236,423,23,40,63,18,34,52,115,90,150,240,90,257,347,587,-,5,5,-,9,9,14,15,18,33,21,33,54,87,8,45,53,18,51,69,122,46,69,115,40,108,148,263,71,107,178,82,177,259,437,7,35,42,17,45,62,104,63,133,196,56,207,263,459,-,-,-,-,1,1,1,10,9,19,2,17,19,38,25,45,70,15,55,70,140,20,56,76,25,67,92,168,50,76,126,55,124,179,305,46,37,83,31,44,75,158,4746
VARIABLE: MES DEL HECHO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"VIOLENCIA CONTRA NIÑOS, NIÑAS Y ADOLESCENTES (VIF)",15,-,15,3,-,3,18,6,-,6,6,-,6,12,111,-,111,116,-,116,227,4,-,4,7,-,7,11,86,-,86,109,-,109,195,57,-,57,54,-,54,111,23,-,23,18,-,18,41,90,-,90,90,-,90,180,-,-,-,-,-,-,-,15,-,15,21,-,21,36,8,-,8,18,-,18,26,46,-,46,40,-,40,86,71,-,71,82,-,82,153,7,-,7,17,-,17,24,63,-,63,56,-,56,119,-,-,-,-,-,-,-,10,-,10,2,-,2,12,25,-,25,15,-,15,40,20,-,20,25,-,25,45,50,-,50,55,-,55,105,46,-,46,31,-,31,77,1518
enero,2,-,2,1,-,1,3,1,-,1,-,-,-,1,13,-,13,9,-,9,22,-,-,-,-,-,-,-,13,-,13,13,-,13,26,3,-,3,2,-,2,5,-,-,-,1,-,1,1,9,-,9,7,-,7,16,-,-,-,-,-,-,-,1,-,1,1,-,1,2,1,-,1,2,-,2,3,4,-,4,5,-,5,9,3,-,3,9,-,9,12,1,-,1,2,-,2,3,3,-,3,6,-,6,9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,2,-,-,-,2,-,-,-,4,-,4,4,4,-,4,6,-,6,10,2,-,2,2,-,2,4,132
febrero,3,-,3,-,-,-,3,-,-,-,1,-,1,1,9,-,9,20,-,20,29,-,-,-,1,-,1,1,17,-,17,14,-,14,31,10,-,10,6,-,6,16,4,-,4,3,-,3,7,13,-,13,13,-,13,26,-,-,-,-,-,-,-,2,-,2,7,-,7,9,-,-,-,2,-,2,2,4,-,4,6,-,6,10,8,-,8,5,-,5,13,1,-,1,3,-,3,4,8,-,8,7,-,7,15,-,-,-,-,-,-,-,1,-,1,-,-,-,1,2,-,2,2,-,2,4,3,-,3,4,-,4,7,5,-,5,5,-,5,10,5,-,5,3,-,3,8,197
marzo,-,-,-,-,-,-,-,1,-,1,1,-,1,2,12,-,12,9,-,9,21,-,-,-,1,-,1,1,6,-,6,8,-,8,14,4,-,4,5,-,5,9,2,-,2,2,-,2,4,7,-,7,11,-,11,18,-,-,-,-,-,-,-,1,-,1,1,-,1,2,-,-,-,2,-,2,2,7,-,7,1,-,1,8,6,-,6,10,-,10,16,-,-,-,1,-,1,1,6,-,6,2,-,2,8,-,-,-,-,-,-,-,2,-,2,-,-,-,2,1,-,1,3,-,3,4,1,-,1,-,-,-,1,13,-,13,6,-,6,19,1,-,1,3,-,3,4,136
abril,2,-,2,-,-,-,2,-,-,-,-,-,-,-,8,-,8,3,-,3,11,-,-,-,1,-,1,1,7,-,7,5,-,5,12,6,-,6,5,-,5,11,1,-,1,-,-,-,1,4,-,4,3,-,3,7,-,-,-,-,-,-,-,1,-,1,1,-,1,2,1,-,1,1,-,1,2,4,-,4,2,-,2,6,4,-,4,3,-,3,7,1,-,1,1,-,1,2,4,-,4,6,-,6,10,-,-,-,-,-,-,-,2,-,2,1,-,1,3,5,-,5,1,-,1,6,6,-,6,1,-,1,7,-,-,-,3,-,3,3,-,-,-,1,-,1,1,94
mayo,4,-,4,-,-,-,4,-,-,-,1,-,1,1,22,-,22,8,-,8,30,2,-,2,-,-,-,2,4,-,4,10,-,10,14,5,-,5,3,-,3,8,1,-,1,-,-,-,1,14,-,14,10,-,10,24,-,-,-,-,-,-,-,3,-,3,1,-,1,4,-,-,-,2,-,2,2,2,-,2,4,-,4,6,4,-,4,6,-,6,10,-,-,-,1,-,1,1,6,-,6,6,-,6,12,-,-,-,-,-,-,-,1,-,1,-,-,-,1,2,-,2,1,-,1,3,3,-,3,3,-,3,6,3,-,3,4,-,4,7,4,-,4,2,-,2,6,142
junio,-,-,-,-,-,-,-,2,-,2,-,-,-,2,10,-,10,9,-,9,19,-,-,-,-,-,-,-,3,-,3,7,-,7,10,4,-,4,3,-,3,7,1,-,1,2,-,2,3,5,-,5,5,-,5,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,-,-,-,1,4,-,4,1,-,1,5,2,-,2,8,-,8,10,-,-,-,1,-,1,1,1,-,1,4,-,4,5,-,-,-,-,-,-,-,1,-,1,-,-,-,1,-,-,-,-,-,-,-,1,-,1,-,-,-,1,9,-,9,5,-,5,14,2,-,2,1,-,1,3,92
julio,1,-,1,-,-,-,1,-,-,-,1,-,1,1,5,-,5,9,-,9,14,-,-,-,-,-,-,-,-,-,-,7,-,7,7,6,-,6,8,-,8,14,1,-,1,3,-,3,4,6,-,6,6,-,6,12,-,-,-,-,-,-,-,2,-,2,3,-,3,5,-,-,-,3,-,3,3,4,-,4,-,-,-,4,5,-,5,6,-,6,11,1,-,1,2,-,2,3,6,-,6,3,-,3,9,-,-,-,-,-,-,-,1,-,1,1,-,1,2,3,-,3,-,-,-,3,-,-,-,1,-,1,1,3,-,3,3,-,3,6,2,-,2,4,-,4,6,106
agosto,1,-,1,2,-,2,3,-,-,-,-,-,-,-,10,-,10,10,-,10,20,1,-,1,1,-,1,2,7,-,7,10,-,10,17,2,-,2,6,-,6,8,3,-,3,2,-,2,5,7,-,7,5,-,5,12,-,-,-,-,-,-,-,1,-,1,3,-,3,4,-,-,-,1,-,1,1,5,-,5,1,-,1,6,11,-,11,16,-,16,27,-,-,-,1,-,1,1,3,-,3,3,-,3,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,2,-,-,-,2,2,-,2,-,-,-,2,2,-,2,4,-,4,6,4,-,4,1,-,1,5,127
septiembre,-,-,-,-,-,-,-,1,-,1,-,-,-,1,7,-,7,11,-,11,18,-,-,-,1,-,1,1,7,-,7,14,-,14,21,6,-,6,4,-,4,10,3,-,3,1,-,1,4,8,-,8,12,-,12,20,-,-,-,-,-,-,-,1,-,1,-,-,-,1,1,-,1,3,-,3,4,6,-,6,6,-,6,12,7,-,7,5,-,5,12,3,-,3,-,-,-,3,4,-,4,4,-,4,8,-,-,-,-,-,-,-,1,-,1,-,-,-,1,3,-,3,2,-,2,5,2,-,2,1,-,1,3,1,-,1,3,-,3,4,7,-,7,3,-,3,10,138
octubre,1,-,1,-,-,-,1,-,-,-,-,-,-,-,5,-,5,12,-,12,17,1,-,1,-,-,-,1,9,-,9,8,-,8,17,4,-,4,1,-,1,5,4,-,4,4,-,4,8,6,-,6,6,-,6,12,-,-,-,-,-,-,-,2,-,2,2,-,2,4,1,-,1,-,-,-,1,2,-,2,8,-,8,10,9,-,9,3,-,3,12,-,-,-,4,-,4,4,11,-,11,7,-,7,18,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,4,-,4,5,1,-,1,3,-,3,4,7,-,7,4,-,4,11,7,-,7,3,-,3,10,140
noviembre,-,-,-,-,-,-,-,-,-,-,1,-,1,1,7,-,7,10,-,10,17,-,-,-,1,-,1,1,8,-,8,6,-,6,14,5,-,5,10,-,10,15,2,-,2,-,-,-,2,5,-,5,2,-,2,7,-,-,-,-,-,-,-,1,-,1,1,-,1,2,3,-,3,2,-,2,5,2,-,2,4,-,4,6,8,-,8,7,-,7,15,-,-,-,1,-,1,1,10,-,10,7,-,7,17,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,-,3,-,-,-,3,1,-,1,4,-,4,5,3,-,3,6,-,6,9,3,-,3,5,-,5,8,128
diciembre,1,-,1,-,-,-,1,1,-,1,1,-,1,2,3,-,3,6,-,6,9,-,-,-,1,-,1,1,5,-,5,7,-,7,12,2,-,2,1,-,1,3,1,-,1,-,-,-,1,6,-,6,10,-,10,16,-,-,-,-,-,-,-,-,-,-,1,-,1,1,-,-,-,-,-,-,-,2,-,2,2,-,2,4,4,-,4,4,-,4,8,-,-,-,-,-,-,-,1,-,1,1,-,1,2,-,-,-,-,-,-,-,1,-,1,-,-,-,1,1,-,1,2,-,2,3,-,-,-,4,-,4,4,-,-,-,6,-,6,6,9,-,9,3,-,3,12,86
