COMPORTAMIENTO DE LAS LESIONES NO FATALES POR VIOLENCIA INTERPERSONAL EN BOGOTÁ D.C AÑO 2021 / LOCALIDAD DEL HECHO,Antonio Nariño,Antonio Nariño.1,Antonio Nariño.2,Antonio Nariño.3,Antonio Nariño.4,Antonio Nariño.5,Antonio Nariño.6,Barrios Unidos,Barrios Unidos.1,Barrios Unidos.2,Barrios Unidos.3,Barrios Unidos.4,Barrios Unidos.5,Barrios Unidos.6,Bosa,Bosa.1,Bosa.2,Bosa.3,Bosa.4,Bosa.5,Bosa.6,Chapinero,Chapinero.1,Chapinero.2,Chapinero.3,Chapinero.4,Chapinero.5,Chapinero.6,Ciudad Bolívar,Ciudad Bolívar.1,Ciudad Bolívar.2,Ciudad Bolívar.3,Ciudad Bolívar.4,Ciudad Bolívar.5,Ciudad Bolívar.6,Engativá,Engativá.1,Engativá.2,Engativá.3,Engativá.4,Engativá.5,Engativá.6,Fontibón,Fontibón.1,Fontibón.2,Fontibón.3,Fontibón.4,Fontibón.5,Fontibón.6,Kennedy,Kennedy.1,Kennedy.2,Kennedy.3,Kennedy.4,Kennedy.5,Kennedy.6,La Candelaria,La Candelaria.1,La Candelaria.2,La Candelaria.3,La Candelaria.4,La Candelaria.5,La Candelaria.6,Mártires,Mártires.1,Mártires.2,Mártires.3,Mártires.4,Mártires.5,Mártires.6,Puente Aranda,Puente Aranda.1,Puente Aranda.2,Puente Aranda.3,Puente Aranda.4,Puente Aranda.5,Puente Aranda.6,Rafael Uribe Uribe,Rafael Uribe Uribe.1,Rafael Uribe Uribe.2,Rafael Uribe Uribe.3,Rafael Uribe Uribe.4,Rafael Uribe Uribe.5,Rafael Uribe Uribe.6,San Cristóbal,San Cristóbal.1,San Cristóbal.2,San Cristóbal.3,San Cristóbal.4,San Cristóbal.5,San Cristóbal.6,Santafé,Santafé.1,Santafé.2,Santafé.3,Santafé.4,Santafé.5,Santafé.6,Suba,Suba.1,Suba.2,Suba.3,Suba.4,Suba.5,Suba.6,Sumapaz,Sumapaz.1,Sumapaz.2,Sumapaz.3,Sumapaz.4,Sumapaz.5,Sumapaz.6,Teusaquillo,Teusaquillo.1,Teusaquillo.2,Teusaquillo.3,Teusaquillo.4,Teusaquillo.5,Teusaquillo.6,Tunjuelito,Tunjuelito.1,Tunjuelito.2,Tunjuelito.3,Tunjuelito.4,Tunjuelito.5,Tunjuelito.6,Usaquén,Usaquén.1,Usaquén.2,Usaquén.3,Usaquén.4,Usaquén.5,Usaquén.6,Usme,Usme.1,Usme.2,Usme.3,Usme.4,Usme.5,Usme.6,Sin información,Sin información.1,Sin información.2,Sin información.3,Sin información.4,Sin información.5,Sin información.6,CIFRA
Conocido,4,48,52,2,34,36,88,3,72,75,4,44,48,123,28,363,391,30,321,351,742,2,65,67,1,60,61,128,23,343,366,27,292,319,685,17,267,284,14,212,226,510,9,125,134,5,85,90,224,28,517,545,26,412,438,983,1,24,25,2,13,15,40,4,107,111,6,66,72,183,9,110,119,8,72,80,199,15,165,180,16,173,189,369,21,226,247,14,184,198,445,-,77,77,6,77,83,160,21,284,305,21,234,255,560,-,-,-,-,2,2,2,-,36,36,4,32,36,72,8,96,104,6,73,79,183,12,168,180,10,86,96,276,21,242,263,26,187,213,476,20,166,186,11,77,88,274,6722
Conocido,4,48,52,2,34,36,88,3,72,75,4,44,48,123,28,363,391,30,321,351,742,2,65,67,1,60,61,128,23,343,366,27,292,319,685,17,267,284,14,212,226,510,9,125,134,5,85,90,224,28,517,545,26,412,438,983,1,24,25,2,13,15,40,4,107,111,6,66,72,183,9,110,119,8,72,80,199,15,165,180,16,173,189,369,21,226,247,14,184,198,445,-,77,77,6,77,83,160,21,284,305,21,234,255,560,-,-,-,-,2,2,2,-,36,36,4,32,36,72,8,96,104,6,73,79,183,12,168,180,10,86,96,276,21,242,263,26,187,213,476,20,166,186,11,77,88,274,6722
Delincuencia común,-,2,2,-,-,-,2,-,15,15,-,5,5,20,1,33,34,-,10,10,44,-,15,15,-,1,1,16,1,38,39,1,11,12,51,-,33,33,-,9,9,42,-,24,24,-,12,12,36,-,72,72,1,19,20,92,-,3,3,-,1,1,4,-,28,28,-,12,12,40,-,20,20,-,6,6,26,1,15,16,-,6,6,22,1,33,34,1,6,7,41,-,14,14,-,2,2,16,2,41,43,-,14,14,57,-,-,-,-,-,-,-,-,13,13,-,13,13,26,-,6,6,-,4,4,10,-,28,28,-,8,8,36,2,16,18,-,4,4,22,-,49,49,-,18,18,67,670
Delincuencia común,-,2,2,-,-,-,2,-,15,15,-,5,5,20,1,33,34,-,10,10,44,-,15,15,-,1,1,16,1,38,39,1,11,12,51,-,33,33,-,9,9,42,-,24,24,-,12,12,36,-,72,72,1,19,20,92,-,3,3,-,1,1,4,-,28,28,-,12,12,40,-,20,20,-,6,6,26,1,15,16,-,6,6,22,1,33,34,1,6,7,41,-,14,14,-,2,2,16,2,41,43,-,14,14,57,-,-,-,-,-,-,-,-,13,13,-,13,13,26,-,6,6,-,4,4,10,-,28,28,-,8,8,36,2,16,18,-,4,4,22,-,49,49,-,18,18,67,670
Miembro de grupos alzados al margen de la ley,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,-,-,-,-,-,-,-,2
ELN,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,-,-,-,-,-,-,-,2
Miembro de un grupo de la delincuencia organizada,-,-,-,-,-,-,-,-,1,1,-,-,-,1,-,5,5,-,-,-,5,-,3,3,-,-,-,3,-,13,13,-,3,3,16,-,3,3,-,-,-,3,-,4,4,-,3,3,7,-,8,8,-,-,-,8,-,2,2,-,-,-,2,-,2,2,-,1,1,3,-,6,6,-,-,-,6,-,3,3,-,-,-,3,-,4,4,-,2,2,6,-,2,2,-,2,2,4,-,3,3,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,2,-,-,-,2,-,3,3,-,-,-,3,1,2,3,-,-,-,3,-,3,3,-,-,-,3,81
Bandas criminales,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,3,-,-,-,3,-,3,3,-,-,-,3,-,1,1,-,1,1,2,-,1,1,-,-,-,1,-,4,4,-,1,1,5,-,4,4,-,-,-,4,-,1,1,-,-,-,1,-,2,2,-,-,-,2,-,2,2,-,-,-,2,-,1,1,-,-,-,1,-,2,2,-,2,2,4,-,1,1,-,1,1,2,-,2,2,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,1,-,3,3,-,-,-,3,1,1,2,-,-,-,2,-,-,-,-,-,-,-,38
Miembro de un grupo de la delincuencia organizada,-,-,-,-,-,-,-,-,1,1,-,-,-,1,-,2,2,-,-,-,2,-,-,-,-,-,-,-,-,12,12,-,2,2,14,-,2,2,-,-,-,2,-,-,-,-,2,2,2,-,4,4,-,-,-,4,-,1,1,-,-,-,1,-,-,-,-,1,1,1,-,4,4,-,-,-,4,-,2,2,-,-,-,2,-,2,2,-,-,-,2,-,1,1,-,1,1,2,-,1,1,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,1,-,-,-,-,-,-,-,-,1,1,-,-,-,1,-,3,3,-,-,-,3,43
"Miembros de las fuerzas armadas, de policía, policía judicial y servicios de inteligencia",1,20,21,-,3,3,24,4,29,33,-,10,10,43,14,136,150,1,22,23,173,7,36,43,3,10,13,56,9,124,133,3,15,18,151,4,85,89,-,13,13,102,4,69,73,-,10,10,83,23,253,276,2,52,54,330,1,29,30,-,3,3,33,3,89,92,1,16,17,109,3,54,57,-,6,6,63,5,69,74,-,15,15,89,11,84,95,1,18,19,114,1,51,52,1,5,6,58,7,124,131,1,26,27,158,-,-,-,-,-,-,-,-,27,27,-,2,2,29,2,34,36,-,3,3,39,4,49,53,-,7,7,60,16,109,125,2,24,26,151,17,258,275,1,25,26,301,2166
CTI,-,-,-,-,-,-,-,-,1,1,-,1,1,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,1,-,1,1,-,1,1,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5
Fuerzas militares,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,1,-,-,-,-,1,1,1,-,-,-,-,-,-,-,-,1,1,-,-,-,1,-,1,1,-,-,-,1,-,-,-,-,-,-,-,-,1,1,-,-,-,1,-,-,-,-,-,-,-,-,1,1,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,1,-,1,1,-,-,-,1,-,3,3,-,-,-,3,11
Policía,1,20,21,-,3,3,24,4,28,32,-,9,9,41,14,136,150,1,22,23,173,7,36,43,3,10,13,56,9,123,132,3,15,18,150,4,85,89,-,12,12,101,4,69,73,-,10,10,83,23,252,275,2,52,54,329,1,28,29,-,3,3,32,3,89,92,1,16,17,109,3,53,56,-,6,6,62,5,68,73,-,15,15,88,11,82,93,1,17,18,111,1,51,52,1,5,6,58,7,124,131,1,26,27,158,-,-,-,-,-,-,-,-,27,27,-,2,2,29,2,34,36,-,3,3,39,4,48,52,-,7,7,59,16,108,124,2,24,26,150,17,255,272,1,25,26,298,2150
Miembros de seguridad privada,-,1,1,-,-,-,1,-,2,2,-,-,-,2,-,6,6,-,1,1,7,-,3,3,-,1,1,4,-,5,5,-,3,3,8,-,2,2,-,3,3,5,1,-,1,-,1,1,2,-,11,11,-,3,3,14,-,2,2,-,-,-,2,-,5,5,-,-,-,5,-,3,3,-,1,1,4,-,-,-,-,-,-,-,-,2,2,-,-,-,2,-,4,4,-,-,-,4,1,9,10,-,-,-,10,-,-,-,-,-,-,-,-,1,1,-,-,-,1,1,2,3,-,-,-,3,-,8,8,-,-,-,8,-,1,1,-,2,2,3,-,11,11,-,2,2,13,98
Miembros de seguridad privada,-,1,1,-,-,-,1,-,2,2,-,-,-,2,-,6,6,-,1,1,7,-,3,3,-,1,1,4,-,5,5,-,3,3,8,-,2,2,-,3,3,5,1,-,1,-,1,1,2,-,11,11,-,3,3,14,-,2,2,-,-,-,2,-,5,5,-,-,-,5,-,3,3,-,1,1,4,-,-,-,-,-,-,-,-,2,2,-,-,-,2,-,4,4,-,-,-,4,1,9,10,-,-,-,10,-,-,-,-,-,-,-,-,1,1,-,-,-,1,1,2,3,-,-,-,3,-,8,8,-,-,-,8,-,1,1,-,2,2,3,-,11,11,-,2,2,13,98
Personal de custodia,-,-,-,-,-,-,-,-,1,1,-,-,-,1,-,3,3,-,2,2,5,-,-,-,-,1,1,1,1,1,2,1,-,1,3,-,2,2,1,1,2,4,-,5,5,-,-,-,5,-,7,7,-,-,-,7,-,1,1,-,-,-,1,-,3,3,-,-,-,3,-,2,2,-,-,-,2,-,3,3,-,1,1,4,1,3,4,-,-,-,4,-,-,-,-,1,1,1,-,4,4,-,-,-,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,3,-,-,-,3,-,2,2,1,-,1,3,-,2,2,-,-,-,2,-,6,6,-,1,1,7,60
Personal de custodia,-,-,-,-,-,-,-,-,1,1,-,-,-,1,-,3,3,-,2,2,5,-,-,-,-,1,1,1,1,1,2,1,-,1,3,-,2,2,1,1,2,4,-,5,5,-,-,-,5,-,7,7,-,-,-,7,-,1,1,-,-,-,1,-,3,3,-,-,-,3,-,2,2,-,-,-,2,-,3,3,-,1,1,4,1,3,4,-,-,-,4,-,-,-,-,1,1,1,-,4,4,-,-,-,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,3,-,-,-,3,-,2,2,1,-,1,3,-,2,2,-,-,-,2,-,6,6,-,1,1,7,60
Tribus urbanas,-,-,-,-,-,-,-,-,1,1,-,-,-,1,-,1,1,-,1,1,2,-,1,1,-,-,-,1,-,-,-,-,-,-,-,-,1,1,-,-,-,1,-,1,1,-,-,-,1,-,4,4,-,-,-,4,-,1,1,-,-,-,1,-,-,-,-,-,-,-,-,2,2,-,-,-,2,-,-,-,-,-,-,-,1,5,6,-,-,-,6,-,1,1,-,-,-,1,-,1,1,-,-,-,1,-,-,-,-,-,-,-,-,1,1,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5,5,-,1,1,6,28
Barras futboleras,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,1,-,-,-,-,-,-,-,-,2,2,-,-,-,2,-,1,1,-,-,-,1,-,-,-,-,-,-,-,-,1,1,-,-,-,1,-,-,-,-,-,-,-,-,4,4,-,-,-,4,-,-,-,-,-,-,-,-,1,1,-,-,-,1,-,-,-,-,-,-,-,-,1,1,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,3,-,1,1,4,16
Cabezas rapadas,-,-,-,-,-,-,-,-,1,1,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,1,3
Hoppers,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,-,1,1,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,2,-,-,-,2,-,1,1,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,1,7
Metaleros,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2
Sin información,5,97,102,4,28,32,134,1,106,107,-,36,36,143,22,410,432,8,97,105,537,2,141,143,-,43,43,186,20,309,329,13,105,118,447,7,303,310,3,100,103,413,6,256,262,1,73,74,336,19,785,804,7,191,198,1002,-,74,74,-,20,20,94,1,270,271,2,60,62,333,2,194,196,2,45,47,243,15,198,213,5,67,72,285,9,229,238,2,88,90,328,7,109,116,2,35,37,153,15,448,463,1,110,111,574,-,-,-,-,-,-,-,1,131,132,-,23,23,155,5,109,114,3,39,42,156,5,208,213,2,54,56,269,12,241,253,5,80,85,338,70,931,1001,11,169,180,1181,7307
Sin información,5,97,102,4,28,32,134,1,106,107,-,36,36,143,22,410,432,8,97,105,537,2,141,143,-,43,43,186,20,309,329,13,105,118,447,7,303,310,3,100,103,413,6,256,262,1,73,74,336,19,785,804,7,191,198,1002,-,74,74,-,20,20,94,1,270,271,2,60,62,333,2,194,196,2,45,47,243,15,198,213,5,67,72,285,9,229,238,2,88,90,328,7,109,116,2,35,37,153,15,448,463,1,110,111,574,-,-,-,-,-,-,-,1,131,132,-,23,23,155,5,109,114,3,39,42,156,5,208,213,2,54,56,269,12,241,253,5,80,85,338,70,931,1001,11,169,180,1181,7307
TOTAL,14,196,210,7,74,81,291,9,246,255,4,102,106,361,79,1076,1155,48,497,545,1700,14,298,312,6,124,130,442,62,905,967,49,454,503,1470,35,788,823,22,362,384,1207,26,525,551,7,189,196,747,91,1886,1977,42,753,795,2772,3,147,150,2,48,50,200,12,557,569,11,175,186,755,17,434,451,12,138,150,601,46,494,540,25,282,307,847,60,644,704,22,312,334,1038,8,275,283,11,127,138,421,63,994,1057,26,421,447,1504,-,-,-,-,2,2,2,3,228,231,6,78,84,315,20,284,304,12,132,144,448,27,526,553,17,171,188,741,66,662,728,37,318,355,1083,142,1558,1700,28,326,354,2054,18999
VARIABLE: SEXO DEL PRESUNTO AGRESOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hombre,13,182,195,1,38,39,234,8,227,235,1,47,48,283,72,975,1047,13,251,264,1311,14,275,289,3,66,69,358,54,823,877,17,216,233,1110,32,730,762,9,202,211,973,26,480,506,3,102,105,611,79,1667,1746,12,397,409,2155,3,133,136,1,20,21,157,12,513,525,3,103,106,631,16,396,412,3,84,87,499,42,453,495,7,144,151,646,53,586,639,6,155,161,800,3,250,253,7,64,71,324,51,937,988,13,231,244,1232,-,-,-,-,1,1,1,3,211,214,4,55,59,273,20,270,290,4,80,84,374,25,491,516,5,104,109,625,61,618,679,12,171,183,862,115,1369,1484,6,203,209,1693,15152
Mujer,1,7,8,4,35,39,47,1,12,13,3,47,50,63,3,53,56,35,241,276,332,-,13,13,3,55,58,71,4,44,48,31,228,259,307,2,46,48,13,155,168,216,-,28,28,4,80,84,112,6,82,88,28,339,367,455,-,11,11,1,25,26,37,-,16,16,8,67,75,91,1,18,19,9,52,61,80,2,26,28,18,135,153,181,5,35,40,16,156,172,212,-,13,13,4,62,66,79,7,37,44,13,183,196,240,-,-,-,-,1,1,1,-,5,5,2,21,23,28,-,10,10,8,49,57,67,-,21,21,12,66,78,99,2,22,24,24,142,166,190,2,48,50,16,110,126,176,3084
Sin información,-,7,7,2,1,3,10,-,7,7,-,8,8,15,4,48,52,-,5,5,57,-,10,10,-,3,3,13,4,38,42,1,10,11,53,1,12,13,-,5,5,18,-,17,17,-,7,7,24,6,137,143,2,17,19,162,-,3,3,-,3,3,6,-,28,28,-,5,5,33,-,20,20,-,2,2,22,2,15,17,-,3,3,20,2,23,25,-,1,1,26,5,12,17,-,1,1,18,5,20,25,-,7,7,32,-,-,-,-,-,-,-,-,12,12,-,2,2,14,-,4,4,-,3,3,7,2,14,16,-,1,1,17,3,22,25,1,5,6,31,25,141,166,6,13,19,185,763
TOTAL,14,196,210,7,74,81,291,9,246,255,4,102,106,361,79,1076,1155,48,497,545,1700,14,298,312,6,124,130,442,62,905,967,49,454,503,1470,35,788,823,22,362,384,1207,26,525,551,7,189,196,747,91,1886,1977,42,753,795,2772,3,147,150,2,48,50,200,12,557,569,11,175,186,755,17,434,451,12,138,150,601,46,494,540,25,282,307,847,60,644,704,22,312,334,1038,8,275,283,11,127,138,421,63,994,1057,26,421,447,1504,-,-,-,-,2,2,2,3,228,231,6,78,84,315,20,284,304,12,132,144,448,27,526,553,17,171,188,741,66,662,728,37,318,355,1083,142,1558,1700,28,326,354,2054,18999
VARIABLE: CIRCUNSTANCIA DEL HECHO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Violencia económica,5,44,49,-,6,6,55,2,41,43,-,10,10,53,19,195,214,2,37,39,253,5,75,80,-,7,7,87,15,130,145,-,21,21,166,6,138,144,1,22,23,167,9,90,99,-,17,17,116,24,289,313,3,56,59,372,1,26,27,-,4,4,31,4,125,129,1,22,23,152,3,85,88,-,18,18,106,9,86,95,5,22,27,122,21,94,115,3,13,16,131,7,55,62,1,4,5,67,16,159,175,-,35,35,210,-,-,-,-,-,-,-,-,61,61,-,20,20,81,6,58,64,-,5,5,69,6,90,96,1,17,18,114,15,66,81,2,14,16,97,61,544,605,7,67,74,679,3128
Atraco callejero o intento de,2,5,7,-,-,-,7,-,11,11,-,5,5,16,1,36,37,1,3,4,41,1,11,12,-,3,3,15,1,27,28,-,6,6,34,1,28,29,1,5,6,35,-,14,14,-,3,3,17,1,51,52,-,16,16,68,-,1,1,-,-,-,1,-,16,16,-,2,2,18,1,9,10,-,2,2,12,2,13,15,-,5,5,20,-,22,22,1,4,5,27,1,3,4,-,2,2,6,3,22,25,-,7,7,32,-,-,-,-,-,-,-,-,10,10,-,4,4,14,-,7,7,-,-,-,7,1,21,22,-,7,7,29,2,9,11,-,2,2,13,-,42,42,-,8,8,50,462
Hurto,3,39,42,-,6,6,48,2,30,32,-,5,5,37,18,159,177,1,34,35,212,4,64,68,-,4,4,72,14,103,117,-,15,15,132,5,110,115,-,17,17,132,9,76,85,-,14,14,99,23,238,261,3,40,43,304,1,25,26,-,4,4,30,4,109,113,1,20,21,134,2,76,78,-,16,16,94,7,73,80,5,17,22,102,21,72,93,2,9,11,104,6,52,58,1,2,3,61,13,137,150,-,28,28,178,-,-,-,-,-,-,-,-,51,51,-,16,16,67,6,51,57,-,5,5,62,5,69,74,1,10,11,85,13,57,70,2,12,14,84,61,502,563,7,59,66,629,2666
Violencia interpersonal,8,141,149,7,60,67,216,7,176,183,4,84,88,271,56,771,827,39,420,459,1286,9,197,206,6,101,107,313,44,702,746,44,408,452,1198,26,578,604,18,316,334,938,16,385,401,6,155,161,562,55,1390,1445,34,642,676,2121,2,95,97,2,37,39,136,7,371,378,9,141,150,528,13,316,329,9,110,119,448,31,367,398,19,231,250,648,35,477,512,18,265,283,795,1,191,192,9,114,123,315,37,710,747,22,342,364,1111,-,-,-,-,2,2,2,3,146,149,6,47,53,202,14,202,216,12,122,134,350,17,390,407,15,136,151,558,40,482,522,32,277,309,831,61,868,929,14,228,242,1171,14000
Ajuste de cuentas,-,6,6,-,1,1,7,-,3,3,-,2,2,5,-,14,14,-,2,2,16,-,4,4,-,-,-,4,-,10,10,-,4,4,14,1,8,9,-,4,4,13,1,7,8,1,3,4,12,-,35,35,1,5,6,41,-,1,1,-,1,1,2,-,6,6,-,1,1,7,-,12,12,-,2,2,14,-,6,6,-,3,3,9,1,6,7,-,2,2,9,-,4,4,-,2,2,6,-,18,18,-,7,7,25,-,-,-,-,-,-,-,-,8,8,-,-,-,8,-,3,3,-,-,-,3,-,7,7,-,2,2,9,-,7,7,-,2,2,9,-,8,8,-,3,3,11,224
Bala perdida,-,-,-,-,-,-,-,-,1,1,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,-,-,-,1,-,-,-,-,-,-,-,-,1,1,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,1,-,-,-,-,-,-,-,6
Ejercicio de actividades ilícitas,1,-,1,-,-,-,1,-,1,1,-,-,-,1,3,7,10,-,-,-,10,-,-,-,-,1,1,1,1,-,1,-,1,1,2,-,1,1,-,-,-,1,-,1,1,-,-,-,1,2,6,8,1,3,4,12,-,-,-,-,1,1,1,-,4,4,-,-,-,4,-,-,-,-,-,-,-,1,-,1,-,-,-,1,1,2,3,-,1,1,4,-,2,2,1,-,1,3,2,1,3,-,-,-,3,-,-,-,-,-,-,-,-,3,3,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-,1,1,1,1,1,2,-,1,1,3,5,7,12,-,2,2,14,66
Embriaguez (Alcohólica y no alcohólica),-,1,1,-,-,-,1,-,-,-,-,-,-,-,-,3,3,-,6,6,9,-,2,2,-,-,-,2,-,2,2,-,2,2,4,-,-,-,-,1,1,1,-,-,-,-,-,-,-,-,4,4,-,4,4,8,-,-,-,-,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,1,-,3,3,-,1,1,4,-,-,-,-,-,-,-,-,1,1,-,-,-,1,-,-,-,-,-,-,-,-,1,1,-,-,-,1,-,-,-,-,1,1,1,-,-,-,-,1,1,1,35
Retención legal,-,22,22,2,3,5,27,2,42,44,-,7,7,51,10,133,143,-,16,16,159,3,44,47,-,5,5,52,4,109,113,1,14,15,128,6,78,84,-,9,9,93,3,82,85,-,15,15,100,16,320,336,-,37,37,373,-,29,29,-,5,5,34,1,104,105,-,18,18,123,2,68,70,-,6,6,76,3,70,73,-,8,8,81,4,87,91,-,13,13,104,-,46,46,-,7,7,53,4,110,114,1,12,13,127,-,-,-,-,-,-,-,2,33,35,-,2,2,37,2,28,30,-,5,5,35,1,63,64,-,5,5,69,6,74,80,-,10,10,90,26,233,259,1,23,24,283,2095
Riña,7,112,119,5,56,61,180,5,129,134,4,75,79,213,43,614,657,39,396,435,1092,6,147,153,6,95,101,254,39,580,619,43,387,430,1049,19,491,510,18,302,320,830,12,295,307,5,137,142,449,37,1025,1062,32,592,624,1686,2,65,67,2,29,31,98,6,257,263,9,122,131,394,11,236,247,9,102,111,358,27,291,318,19,220,239,557,28,382,410,18,249,267,677,1,138,139,8,105,113,252,31,577,608,21,322,343,951,-,-,-,-,2,2,2,1,101,102,6,45,51,153,12,171,183,12,117,129,312,16,319,335,15,128,143,478,33,400,433,31,263,294,727,30,620,650,13,199,212,862,11574
Violencia sociopolítica,-,3,3,-,3,3,6,-,5,5,-,1,1,6,-,43,43,1,8,9,52,-,11,11,-,2,2,13,-,25,25,1,5,6,31,-,16,16,-,2,2,18,1,11,12,-,2,2,14,2,115,117,-,15,15,132,-,8,8,-,-,-,8,-,26,26,-,5,5,31,1,10,11,-,-,-,11,2,12,14,-,4,4,18,-,20,20,-,8,8,28,-,9,9,-,2,2,11,1,51,52,-,12,12,64,-,-,-,-,-,-,-,-,3,3,-,3,3,6,-,7,7,-,-,-,7,-,12,12,-,2,2,14,4,64,68,1,10,11,79,-,49,49,1,9,10,59,608
