Departamento,Municipio,CÓDIGOS DIVIPOLA,SEXO,VARIABLE / MAYOR DE EDAD (> 18 AÑOS) O MENOR DE EDAD (< 18 AÑOS),00:00 a 02:59,03:00 a 05:59,06:00 a 08:59,09:00 a 11:59,12:00 a 14:59,15:00 a 17:59,18:00 a 20:59,21:00 a 23:59,Sin información,TOTAL
Putumayo , Puerto Leguízamo,86573.0,Mujer,Mayores de Edad (>18 años), - , - , - , - , - , - , - , - , 1 , 1 
Putumayo , Puerto Leguízamo,86573.0,MUJER,TOTAL, - , - , - , - , - , - , - , - , 2 , 2 
Putumayo , Puerto Leguízamo,86573.0,Indeterminado,Menores de Edad (<18 años), - , - , - , - , - , - , - , - , - , - 
Putumayo , Puerto Leguízamo,86573.0,Indeterminado,Mayores de Edad (>18 años), - , - , - , - , - , - , - , - , - , - 
Putumayo , Puerto Leguízamo,86573.0,INDETERMINADO,TOTAL, - , - , - , - , - , - , - , - , - , - 
Putumayo , Puerto Leguízamo,86573.0,TOTAL,, - , - , - , 1 , - , - , - , - , 23 , 24 
Putumayo , San Miguel,86757.0,Hombre,Menores de Edad (<18 años), - , - , - , - , - , - , - , - , - , - 
Putumayo , San Miguel,86757.0,Hombre,Mayores de Edad (>18 años), 1 , - , - , - , - , - , - , 1 , 5 , 7 
Putumayo , San Miguel,86757.0,HOMBRE,TOTAL, 1 , - , - , - , - , - , - , 1 , 5 , 7 
Putumayo , San Miguel,86757.0,Mujer,Menores de Edad (<18 años), - , - , - , - , - , - , - , - , - , - 
Putumayo , San Miguel,86757.0,Mujer,Mayores de Edad (>18 años), - , - , - , - , - , - , - , - , - , - 
Putumayo , San Miguel,86757.0,MUJER,TOTAL, - , - , - , - , - , - , - , - , - , - 
Putumayo , San Miguel,86757.0,Indeterminado,Menores de Edad (<18 años), - , - , - , - , - , - , - , - , - , - 
Putumayo , San Miguel,86757.0,Indeterminado,Mayores de Edad (>18 años), - , - , - , - , - , - , - , - , - , - 
Putumayo , San Miguel,86757.0,INDETERMINADO,TOTAL, - , - , - , - , - , - , - , - , - , - 
Putumayo , San Miguel,86757.0,TOTAL,, 1 , - , - , - , - , - , - , 1 , 5 , 7 
Putumayo , Santiago,86760.0,Hombre,Menores de Edad (<18 años), - , - , - , - , - , - , - , - , - , - 
Putumayo , Santiago,86760.0,Hombre,Mayores de Edad (>18 años), - , - , - , - , - , - , - , - , 1 , 1 
Putumayo , Santiago,86760.0,HOMBRE,TOTAL, - , - , - , - , - , - , - , - , 1 , 1 
Putumayo , Santiago,86760.0,Mujer,Menores de Edad (<18 años), - , - , - , - , - , - , - , - , - , - 
Putumayo , Santiago,86760.0,Mujer,Mayores de Edad (>18 años), - , - , - , - , - , - , - , - , - , - 
Putumayo , Santiago,86760.0,MUJER,TOTAL, - , - , - , - , - , - , - , - , - , - 
Putumayo , Santiago,86760.0,Indeterminado,Menores de Edad (<18 años), - , - , - , - , - , - , - , - , - , - 
Putumayo , Santiago,86760.0,Indeterminado,Mayores de Edad (>18 años), - , - , - , - , - , - , - , - , - , - 
Putumayo , Santiago,86760.0,INDETERMINADO,TOTAL, - , - , - , - , - , - , - , - , - , - 
Putumayo , Santiago,86760.0,TOTAL,, - , - , - , - , - , - , - , - , 1 , 1 
Putumayo , Valle del Guamuez,86865.0,Hombre,Menores de Edad (<18 años), - , - , - , - , - , - , - , - , - , - 
Putumayo , Valle del Guamuez,86865.0,Hombre,Mayores de Edad (>18 años), - , - , - , - , - , 1 , - , 2 , 8 , 11 
Putumayo , Valle del Guamuez,86865.0,HOMBRE,TOTAL, - , - , - , - , - , 1 , - , 2 , 8 , 11 
Putumayo , Valle del Guamuez,86865.0,Mujer,Menores de Edad (<18 años), - , - , - , - , - , - , - , - , - , - 
Putumayo , Valle del Guamuez,86865.0,Mujer,Mayores de Edad (>18 años), - , - , - , - , - , - , 1 , - , 1 , 2 
Putumayo , Valle del Guamuez,86865.0,MUJER,TOTAL, - , - , - , - , - , - , 1 , - , 1 , 2 
Putumayo , Valle del Guamuez,86865.0,Indeterminado,Menores de Edad (<18 años), - , - , - , - , - , - , - , - , - , - 
Putumayo , Valle del Guamuez,86865.0,Indeterminado,Mayores de Edad (>18 años), - , - , - , - , - , - , - , - , - , - 
Putumayo , Valle del Guamuez,86865.0,INDETERMINADO,TOTAL, - , - , - , - , - , - , - , - , - , - 
Putumayo , Valle del Guamuez,86865.0,TOTAL,, - , - , - , - , - , 1 , 1 , 2 , 9 , 13 
Putumayo , Villagarzón,86885.0,Hombre,Menores de Edad (<18 años), - , - , - , - , - , - , - , - , 3 , 3 
Putumayo , Villagarzón,86885.0,Hombre,Mayores de Edad (>18 años), - , - , - , - , - , - , - , - , 10 , 10 
Putumayo , Villagarzón,86885.0,HOMBRE,TOTAL, - , - , - , - , - , - , - , - , 13 , 13 
Putumayo , Villagarzón,86885.0,Mujer,Menores de Edad (<18 años), - , - , - , - , - , - , - , - , - , - 
Putumayo , Villagarzón,86885.0,Mujer,Mayores de Edad (>18 años), - , - , - , - , - , - , - , - , - , - 
Putumayo , Villagarzón,86885.0,MUJER,TOTAL, - , - , - , - , - , - , - , - , - , - 
Putumayo , Villagarzón,86885.0,Indeterminado,Menores de Edad (<18 años), - , - , - , - , - , - , - , - , - , - 
Putumayo , Villagarzón,86885.0,Indeterminado,Mayores de Edad (>18 años), - , - , - , - , - , - , - , - , - , - 
Putumayo , Villagarzón,86885.0,INDETERMINADO,TOTAL, - , - , - , - , - , - , - , - , - , - 
Putumayo , Villagarzón,86885.0,TOTAL,, - , - , - , - , - , - , - , - , 13 , 13 
Quindío , Armenia,63001.0,Hombre,Menores de Edad (<18 años), - , - , - , - , - , - , - , - , 1 , 1 
Quindío , Armenia,63001.0,Hombre,Mayores de Edad (>18 años), - , - , - , - , - , - , 1 , - , 72 , 73 
Quindío , Armenia,63001.0,HOMBRE,TOTAL, - , - , - , - , - , - , 1 , - , 73 , 74 
Quindío , Armenia,63001.0,Mujer,Menores de Edad (<18 años), - , - , - , - , - , - , - , - , - , - 
Quindío , Armenia,63001.0,Mujer,Mayores de Edad (>18 años), - , - , - , - , - , - , - , - , 7 , 7 
Quindío , Armenia,63001.0,MUJER,TOTAL, - , - , - , - , - , - , - , - , 7 , 7 
Quindío , Armenia,63001.0,Indeterminado,Menores de Edad (<18 años), - , - , - , - , - , - , - , - , - , - 
Quindío , Armenia,63001.0,Indeterminado,Mayores de Edad (>18 años), - , - , - , - , - , - , - , - , - , - 
Quindío , Armenia,63001.0,INDETERMINADO,TOTAL, - , - , - , - , - , - , - , - , - , - 
Quindío , Armenia,63001.0,TOTAL,, - , - , - , - , - , - , 1 , - , 80 , 81 
Quindío , Calarcá,63130.0,Hombre,Menores de Edad (<18 años), - , - , - , - , - , - , - , - , 1 , 1 
Quindío , Calarcá,63130.0,Hombre,Mayores de Edad (>18 años), - , - , - , - , - , - , - , - , 17 , 17 
Quindío , Calarcá,63130.0,HOMBRE,TOTAL, - , - , - , - , - , - , - , - , 18 , 18 
Quindío , Calarcá,63130.0,Mujer,Menores de Edad (<18 años), - , - , - , - , - , - , - , - , - , - 
Quindío , Calarcá,63130.0,Mujer,Mayores de Edad (>18 años), - , - , - , - , - , - , - , - , 2 , 2 
Quindío , Calarcá,63130.0,MUJER,TOTAL, - , - , - , - , - , - , - , - , 2 , 2 
Quindío , Calarcá,63130.0,Indeterminado,Menores de Edad (<18 años), - , - , - , - , - , - , - , - , - , - 
Quindío , Calarcá,63130.0,Indeterminado,Mayores de Edad (>18 años), - , - , - , - , - , - , - , - , - , - 
Quindío , Calarcá,63130.0,INDETERMINADO,TOTAL, - , - , - , - , - , - , - , - , - , - 
Quindío , Calarcá,63130.0,TOTAL,, - , - , - , - , - , - , - , - , 20 , 20 
Quindío , Circasia,63190.0,Hombre,Menores de Edad (<18 años), - , - , - , - , - , - , - , - , 1 , 1 
Quindío , Circasia,63190.0,Hombre,Mayores de Edad (>18 años), - , - , - , - , - , - , - , 1 , 5 , 6 
Quindío , Circasia,63190.0,HOMBRE,TOTAL, - , - , - , - , - , - , - , 1 , 6 , 7 
Quindío , Circasia,63190.0,Mujer,Menores de Edad (<18 años), - , - , - , - , - , - , - , - , 1 , 1 
Quindío , Circasia,63190.0,Mujer,Mayores de Edad (>18 años), - , - , - , - , - , - , - , - , 1 , 1 
Quindío , Circasia,63190.0,MUJER,TOTAL, - , - , - , - , - , - , - , - , 2 , 2 
Quindío , Circasia,63190.0,Indeterminado,Menores de Edad (<18 años), - , - , - , - , - , - , - , - , - , - 
Quindío , Circasia,63190.0,Indeterminado,Mayores de Edad (>18 años), - , - , - , - , - , - , - , - , - , - 
Quindío , Circasia,63190.0,INDETERMINADO,TOTAL, - , - , - , - , - , - , - , - , - , - 
Quindío , Circasia,63190.0,TOTAL,, - , - , - , - , - , - , - , 1 , 8 , 9 
Quindío , Filandia,63272.0,Hombre,Menores de Edad (<18 años), - , - , - , - , - , - , - , - , - , - 
Quindío , Filandia,63272.0,Hombre,Mayores de Edad (>18 años), - , - , - , - , - , - , - , - , 1 , 1 
Quindío , Filandia,63272.0,HOMBRE,TOTAL, - , - , - , - , - , - , - , - , 1 , 1 
Quindío , Filandia,63272.0,Mujer,Menores de Edad (<18 años), - , - , - , - , - , - , - , - , - , - 
Quindío , Filandia,63272.0,Mujer,Mayores de Edad (>18 años), - , - , - , - , - , - , - , - , - , - 
Quindío , Filandia,63272.0,MUJER,TOTAL, - , - , - , - , - , - , - , - , - , - 
Quindío , Filandia,63272.0,Indeterminado,Menores de Edad (<18 años), - , - , - , - , - , - , - , - , - , - 
Quindío , Filandia,63272.0,Indeterminado,Mayores de Edad (>18 años), - , - , - , - , - , - , - , - , - , - 
Quindío , Filandia,63272.0,INDETERMINADO,TOTAL, - , - , - , - , - , - , - , - , - , - 
Quindío , Filandia,63272.0,TOTAL,, - , - , - , - , - , - , - , - , 1 , 1 
Quindío , La Tebaida,63401.0,Hombre,Menores de Edad (<18 años), - , - , - , - , - , - , - , - , 1 , 1 
Quindío , La Tebaida,63401.0,Hombre,Mayores de Edad (>18 años), - , - , - , - , - , - , - , - , 14 , 14 
Quindío , La Tebaida,63401.0,HOMBRE,TOTAL, - , - , - , - , - , - , - , - , 15 , 15 
Quindío , La Tebaida,63401.0,Mujer,Menores de Edad (<18 años), - , - , - , - , - , - , - , - , - , - 
Quindío , La Tebaida,63401.0,Mujer,Mayores de Edad (>18 años), - , - , - , - , - , - , - , - , 1 , 1 
Quindío , La Tebaida,63401.0,MUJER,TOTAL, - , - , - , - , - , - , - , - , 1 , 1 
Quindío , La Tebaida,63401.0,Indeterminado,Menores de Edad (<18 años), - , - , - , - , - , - , - , - , - , - 
Quindío , La Tebaida,63401.0,Indeterminado,Mayores de Edad (>18 años), - , - , - , - , - , - , - , - , - , - 
Quindío , La Tebaida,63401.0,INDETERMINADO,TOTAL, - , - , - , - , - , - , - , - , - , - 
Quindío , La Tebaida,63401.0,TOTAL,, - , - , - , - , - , - , - , - , 16 , 16 
Quindío , Montenegro,63470.0,Hombre,Menores de Edad (<18 años), - , - , - , - , - , - , - , - , - , - 
Quindío , Montenegro,63470.0,Hombre,Mayores de Edad (>18 años), - , - , - , 1 , - , - , - , - , 17 , 18 
Quindío , Montenegro,63470.0,HOMBRE,TOTAL, - , - , - , 1 , - , - , - , - , 17 , 18 
Quindío , Montenegro,63470.0,Mujer,Menores de Edad (<18 años), - , - , - , - , - , - , - , - , - , - 
Quindío , Montenegro,63470.0,Mujer,Mayores de Edad (>18 años), - , - , - , - , - , - , - , - , 1 , 1 
Quindío , Montenegro,63470.0,MUJER,TOTAL, - , - , - , - , - , - , - , - , 1 , 1 
Quindío , Montenegro,63470.0,Indeterminado,Menores de Edad (<18 años), - , - , - , - , - , - , - , - , - , - 
Quindío , Montenegro,63470.0,Indeterminado,Mayores de Edad (>18 años), - , - , - , - , - , - , - , - , - , - 
Quindío , Montenegro,63470.0,INDETERMINADO,TOTAL, - , - , - , - , - , - , - , - , - , - 
Quindío , Montenegro,63470.0,TOTAL,, - , - , - , 1 , - , - , - , - , 18 , 19 
Quindío , Pijao,63548.0,Hombre,Menores de Edad (<18 años), - , - , - , - , - , - , - , - , - , - 
Quindío , Pijao,63548.0,Hombre,Mayores de Edad (>18 años), - , - , - , - , - , - , - , - , 1 , 1 
Quindío , Pijao,63548.0,HOMBRE,TOTAL, - , - , - , - , - , - , - , - , 1 , 1 
Quindío , Pijao,63548.0,Mujer,Menores de Edad (<18 años), - , - , - , - , - , - , - , - , - , - 
Quindío , Pijao,63548.0,Mujer,Mayores de Edad (>18 años), - , - , - , - , - , - , - , - , - , - 
Quindío , Pijao,63548.0,MUJER,TOTAL, - , - , - , - , - , - , - , - , - , - 
Quindío , Pijao,63548.0,Indeterminado,Menores de Edad (<18 años), - , - , - , - , - , - , - , - , - , - 
Quindío , Pijao,63548.0,Indeterminado,Mayores de Edad (>18 años), - , - , - , - , - , - , - , - , - , - 
Quindío , Pijao,63548.0,INDETERMINADO,TOTAL, - , - , - , - , - , - , - , - , - , - 
Quindío , Pijao,63548.0,TOTAL,, - , - , - , - , - , - , - , - , 1 , 1 
Quindío , Quimbaya,63594.0,Hombre,Menores de Edad (<18 años), - , - , - , - , - , - , - , - , 1 , 1 
Quindío , Quimbaya,63594.0,Hombre,Mayores de Edad (>18 años), - , - , - , - , - , - , - , - , 13 , 13 
Quindío , Quimbaya,63594.0,HOMBRE,TOTAL, - , - , - , - , - , - , - , - , 14 , 14 
Quindío , Quimbaya,63594.0,Mujer,Menores de Edad (<18 años), - , - , - , - , - , - , - , - , - , - 
Quindío , Quimbaya,63594.0,Mujer,Mayores de Edad (>18 años), - , - , - , - , - , - , - , - , 2 , 2 
Quindío , Quimbaya,63594.0,MUJER,TOTAL, - , - , - , - , - , - , - , - , 2 , 2 
Quindío , Quimbaya,63594.0,Indeterminado,Menores de Edad (<18 años), - , - , - , - , - , - , - , - , - , - 
Quindío , Quimbaya,63594.0,Indeterminado,Mayores de Edad (>18 años), - , - , - , - , - , - , - , - , - , - 
Quindío , Quimbaya,63594.0,INDETERMINADO,TOTAL, - , - , - , - , - , - , - , - , - , - 
Quindío , Quimbaya,63594.0,TOTAL,, - , - , - , - , - , - , - , - , 16 , 16 
Quindío , Salento,63690.0,Hombre,Menores de Edad (<18 años), - , - , - , - , - , - , - , - , - , - 
Quindío , Salento,63690.0,Hombre,Mayores de Edad (>18 años), - , - , - , - , - , - , - , - , 1 , 1 
Quindío , Salento,63690.0,HOMBRE,TOTAL, - , - , - , - , - , - , - , - , 1 , 1 
Quindío , Salento,63690.0,Mujer,Menores de Edad (<18 años), - , - , - , - , - , - , - , - , - , - 
Quindío , Salento,63690.0,Mujer,Mayores de Edad (>18 años), - , - , - , - , - , - , - , - , - , - 
Quindío , Salento,63690.0,MUJER,TOTAL, - , - , - , - , - , - , - , - , - , - 
Quindío , Salento,63690.0,Indeterminado,Menores de Edad (<18 años), - , - , - , - , - , - , - , - , - , - 
Quindío , Salento,63690.0,Indeterminado,Mayores de Edad (>18 años), - , - , - , - , - , - , - , - , - , - 
Quindío , Salento,63690.0,INDETERMINADO,TOTAL, - , - , - , - , - , - , - , - , - , - 
Quindío , Salento,63690.0,TOTAL,, - , - , - , - , - , - , - , - , 1 , 1 
Risaralda , Apía,66045.0,Hombre,Menores de Edad (<18 años), - , - , - , - , - , - , - , - , - , - 
Risaralda , Apía,66045.0,Hombre,Mayores de Edad (>18 años), - , - , 1 , - , - , 2 , - , - , - , 3 
Risaralda , Apía,66045.0,HOMBRE,TOTAL, - , - , 1 , - , - , 2 , - , - , - , 3 
Risaralda , Apía,66045.0,Mujer,Menores de Edad (<18 años), - , - , - , - , - , - , - , - , - , - 
Risaralda , Apía,66045.0,Mujer,Mayores de Edad (>18 años), - , - , - , - , - , - , - , - , - , - 
Risaralda , Apía,66045.0,MUJER,TOTAL, - , - , - , - , - , - , - , - , - , - 
Risaralda , Apía,66045.0,Indeterminado,Menores de Edad (<18 años), - , - , - , - , - , - , - , - , - , - 
Risaralda , Apía,66045.0,Indeterminado,Mayores de Edad (>18 años), - , - , - , - , - , - , - , - , - , - 
Risaralda , Apía,66045.0,INDETERMINADO,TOTAL, - , - , - , - , - , - , - , - , - , - 
Risaralda , Apía,66045.0,TOTAL,, - , - , 1 , - , - , 2 , - , - , - , 3 
Risaralda , Balboa,66075.0,Hombre,Menores de Edad (<18 años), - , - , - , - , - , - , - , - , - , - 
Risaralda , Balboa,66075.0,Hombre,Mayores de Edad (>18 años), - , - , 1 , - , - , 1 , 1 , - , - , 3 
Risaralda , Balboa,66075.0,HOMBRE,TOTAL, - , - , 1 , - , - , 1 , 1 , - , - , 3 
Risaralda , Balboa,66075.0,Mujer,Menores de Edad (<18 años), - , - , - , - , - , - , - , - , - , - 
Risaralda , Balboa,66075.0,Mujer,Mayores de Edad (>18 años), - , - , - , - , - , - , - , - , - , - 
Risaralda , Balboa,66075.0,MUJER,TOTAL, - , - , - , - , - , - , - , - , - , - 
Risaralda , Balboa,66075.0,Indeterminado,Menores de Edad (<18 años), - , - , - , - , - , - , - , - , - , - 
Risaralda , Balboa,66075.0,Indeterminado,Mayores de Edad (>18 años), - , - , - , - , - , - , - , - , - , - 
Risaralda , Balboa,66075.0,INDETERMINADO,TOTAL, - , - , - , - , - , - , - , - , - , - 
Risaralda , Balboa,66075.0,TOTAL,, - , - , 1 , - , - , 1 , 1 , - , - , 3 
Risaralda , Belén de Umbría,66088.0,Hombre,Menores de Edad (<18 años), - , - , - , - , - , - , - , - , - , - 
Risaralda , Belén de Umbría,66088.0,Hombre,Mayores de Edad (>18 años), - , - , - , 1 , 1 , - , 3 , 2 , - , 7 
Risaralda , Belén de Umbría,66088.0,HOMBRE,TOTAL, - , - , - , 1 , 1 , - , 3 , 2 , - , 7 
Risaralda , Belén de Umbría,66088.0,Mujer,Menores de Edad (<18 años), - , - , - , - , - , - , - , - , - , - 
Risaralda , Belén de Umbría,66088.0,Mujer,Mayores de Edad (>18 años), - , - , - , - , - , - , 1 , - , - , 1 
Risaralda , Belén de Umbría,66088.0,MUJER,TOTAL, - , - , - , - , - , - , 1 , - , - , 1 
Risaralda , Belén de Umbría,66088.0,Indeterminado,Menores de Edad (<18 años), - , - , - , - , - , - , - , - , - , - 
Risaralda , Belén de Umbría,66088.0,Indeterminado,Mayores de Edad (>18 años), - , - , - , - , - , - , - , - , - , - 
Risaralda , Belén de Umbría,66088.0,INDETERMINADO,TOTAL, - , - , - , - , - , - , - , - , - , - 
Risaralda , Belén de Umbría,66088.0,TOTAL,, - , - , - , 1 , 1 , - , 4 , 2 , - , 8 
Risaralda , Dosquebradas,66170.0,Hombre,Menores de Edad (<18 años), - , - , - , - , - , - , - , - , 1 , 1 
Risaralda , Dosquebradas,66170.0,Hombre,Mayores de Edad (>18 años), 2 , 3 , 1 , 3 , 4 , 2 , 10 , 4 , 4 , 33 
Risaralda , Dosquebradas,66170.0,HOMBRE,TOTAL, 2 , 3 , 1 , 3 , 4 , 2 , 10 , 4 , 5 , 34 
Risaralda , Dosquebradas,66170.0,Mujer,Menores de Edad (<18 años), - , - , - , - , - , - , - , - , - , - 
Risaralda , Dosquebradas,66170.0,Mujer,Mayores de Edad (>18 años), - , - , - , - , - , - , - , - , 2 , 2 
Risaralda , Dosquebradas,66170.0,MUJER,TOTAL, - , - , - , - , - , - , - , - , 2 , 2 
Risaralda , Dosquebradas,66170.0,Indeterminado,Menores de Edad (<18 años), - , - , - , - , - , - , - , - , - , - 
Risaralda , Dosquebradas,66170.0,Indeterminado,Mayores de Edad (>18 años), - , - , - , - , - , - , - , - , - , - 
Risaralda , Dosquebradas,66170.0,INDETERMINADO,TOTAL, - , - , - , - , - , - , - , - , - , - 
Risaralda , Dosquebradas,66170.0,TOTAL,, 2 , 3 , 1 , 3 , 4 , 2 , 10 , 4 , 7 , 36 
Risaralda , Guática,66318.0,Hombre,Menores de Edad (<18 años), - , - , - , - , - , - , - , - , - , - 
Risaralda , Guática,66318.0,Hombre,Mayores de Edad (>18 años), - , - , 1 , - , - , - , 1 , - , - , 2 
Risaralda , Guática,66318.0,HOMBRE,TOTAL, - , - , 1 , - , - , - , 1 , - , - , 2 
Risaralda , Guática,66318.0,Mujer,Menores de Edad (<18 años), - , - , - , - , - , - , - , - , - , - 
Risaralda , Guática,66318.0,Mujer,Mayores de Edad (>18 años), - , - , - , - , - , - , - , - , - , - 
Risaralda , Guática,66318.0,MUJER,TOTAL, - , - , - , - , - , - , - , - , - , - 
Risaralda , Guática,66318.0,Indeterminado,Menores de Edad (<18 años), - , - , - , - , - , - , - , - , - , - 
Risaralda , Guática,66318.0,Indeterminado,Mayores de Edad (>18 años), - , - , - , - , - , - , - , - , - , - 
Risaralda , Guática,66318.0,INDETERMINADO,TOTAL, - , - , - , - , - , - , - , - , - , - 
Risaralda , Guática,66318.0,TOTAL,, - , - , 1 , - , - , - , 1 , - , - , 2 
Risaralda , La Celia,66383.0,Hombre,Menores de Edad (<18 años), - , - , - , - , - , - , - , - , - , - 
Risaralda , La Celia,66383.0,Hombre,Mayores de Edad (>18 años), - , - , 3 , - , - , - , - , 1 , 1 , 5 
Risaralda , La Celia,66383.0,HOMBRE,TOTAL, - , - , 3 , - , - , - , - , 1 , 1 , 5 
Risaralda , La Celia,66383.0,Mujer,Menores de Edad (<18 años), - , - , - , - , - , - , - , - , - , - 
Risaralda , La Celia,66383.0,Mujer,Mayores de Edad (>18 años), - , - , - , - , - , - , - , - , - , - 
Risaralda , La Celia,66383.0,MUJER,TOTAL, - , - , - , - , - , - , - , - , - , - 
Risaralda , La Celia,66383.0,Indeterminado,Menores de Edad (<18 años), - , - , - , - , - , - , - , - , - , - 
Risaralda , La Celia,66383.0,Indeterminado,Mayores de Edad (>18 años), - , - , - , - , - , - , - , - , - , - 
Risaralda , La Celia,66383.0,INDETERMINADO,TOTAL, - , - , - , - , - , - , - , - , - , - 
Risaralda , La Celia,66383.0,TOTAL,, - , - , 3 , - , - , - , - , 1 , 1 , 5 
Risaralda , La Virginia,66400.0,Hombre,Menores de Edad (<18 años), - , - , - , - , - , - , - , - , - , - 
Risaralda , La Virginia,66400.0,Hombre,Mayores de Edad (>18 años), - , - , - , 1 , 1 , - , 5 , 4 , - , 11 
Risaralda , La Virginia,66400.0,HOMBRE,TOTAL, - , - , - , 1 , 1 , - , 5 , 4 , - , 11 
Risaralda , La Virginia,66400.0,Mujer,Menores de Edad (<18 años), - , - , - , - , - , - , - , - , - , - 
Risaralda , La Virginia,66400.0,Mujer,Mayores de Edad (>18 años), - , - , - , - , - , - , - , - , - , - 
Risaralda , La Virginia,66400.0,MUJER,TOTAL, - , - , - , - , - , - , - , - , - , - 
Risaralda , La Virginia,66400.0,Indeterminado,Menores de Edad (<18 años), - , - , - , - , - , - , - , - , - , - 
Risaralda , La Virginia,66400.0,Indeterminado,Mayores de Edad (>18 años), - , - , - , - , - , - , - , - , - , - 
Risaralda , La Virginia,66400.0,INDETERMINADO,TOTAL, - , - , - , - , - , - , - , - , - , - 
Risaralda , La Virginia,66400.0,TOTAL,, - , - , - , 1 , 1 , - , 5 , 4 , - , 11 
Risaralda , Marsella,66440.0,Hombre,Menores de Edad (<18 años), - , - , - , - , - , - , - , - , - , - 
Risaralda , Marsella,66440.0,Hombre,Mayores de Edad (>18 años), - , - , - , 1 , - , - , 2 , - , 2 , 5 
Risaralda , Marsella,66440.0,HOMBRE,TOTAL, - , - , - , 1 , - , - , 2 , - , 2 , 5 
Risaralda , Marsella,66440.0,Mujer,Menores de Edad (<18 años), - , - , - , - , - , - , 1 , - , - , 1 
Risaralda , Marsella,66440.0,Mujer,Mayores de Edad (>18 años), - , - , - , - , - , - , 1 , - , - , 1 
Risaralda , Marsella,66440.0,MUJER,TOTAL, - , - , - , - , - , - , 2 , - , - , 2 
Risaralda , Marsella,66440.0,Indeterminado,Menores de Edad (<18 años), - , - , - , - , - , - , - , - , - , - 
Risaralda , Marsella,66440.0,Indeterminado,Mayores de Edad (>18 años), - , - , - , - , - , - , - , - , - , - 
Risaralda , Marsella,66440.0,INDETERMINADO,TOTAL, - , - , - , - , - , - , - , - , - , - 
Risaralda , Marsella,66440.0,TOTAL,, - , - , - , 1 , - , - , 4 , - , 2 , 7 
Risaralda , Mistrató,66456.0,Hombre,Menores de Edad (<18 años), - , - , - , - , - , - , - , - , - , - 
Risaralda , Mistrató,66456.0,Hombre,Mayores de Edad (>18 años), - , - , - , - , - , - , 1 , - , - , 1 
Risaralda , Mistrató,66456.0,HOMBRE,TOTAL, - , - , - , - , - , - , 1 , - , - , 1 
Risaralda , Mistrató,66456.0,Mujer,Menores de Edad (<18 años), - , - , - , - , - , - , - , - , - , - 
Risaralda , Mistrató,66456.0,Mujer,Mayores de Edad (>18 años), - , - , - , - , - , - , - , - , - , - 
Risaralda , Mistrató,66456.0,MUJER,TOTAL, - , - , - , - , - , - , - , - , - , - 
Risaralda , Mistrató,66456.0,Indeterminado,Menores de Edad (<18 años), - , - , - , - , - , - , - , - , - , - 
Risaralda , Mistrató,66456.0,Indeterminado,Mayores de Edad (>18 años), - , - , - , - , - , - , - , - , - , - 
Risaralda , Mistrató,66456.0,INDETERMINADO,TOTAL, - , - , - , - , - , - , - , - , - , - 
Risaralda , Mistrató,66456.0,TOTAL,, - , - , - , - , - , - , 1 , - , - , 1 
Risaralda , Pereira,66001.0,Hombre,Menores de Edad (<18 años), - , - , 1 , - , - , - , 2 , 1 , - , 4 
Risaralda , Pereira,66001.0,Hombre,Mayores de Edad (>18 años), 8 , 2 , 5 , 9 , 6 , 13 , 24 , 24 , 9 , 100 
Risaralda , Pereira,66001.0,HOMBRE,TOTAL, 8 , 2 , 6 , 9 , 6 , 13 , 26 , 25 , 9 , 104 
Risaralda , Pereira,66001.0,Mujer,Menores de Edad (<18 años), - , - , - , - , - , - , - , - , - , - 
Risaralda , Pereira,66001.0,Mujer,Mayores de Edad (>18 años), 1 , - , 1 , - , - , 1 , 2 , 1 , - , 6 
Risaralda , Pereira,66001.0,MUJER,TOTAL, 1 , - , 1 , - , - , 1 , 2 , 1 , - , 6 
Risaralda , Pereira,66001.0,Indeterminado,Menores de Edad (<18 años), - , - , - , - , - , - , - , - , - , - 
Risaralda , Pereira,66001.0,Indeterminado,Mayores de Edad (>18 años), - , - , - , - , - , - , - , - , - , - 
Risaralda , Pereira,66001.0,INDETERMINADO,TOTAL, - , - , - , - , - , - , - , - , - , - 
Risaralda , Pereira,66001.0,TOTAL,, 9 , 2 , 7 , 9 , 6 , 14 , 28 , 26 , 9 , 110 
Risaralda , Pueblo Rico,66572.0,Hombre,Menores de Edad (<18 años), - , - , - , - , - , - , - , - , - , - 
Risaralda , Pueblo Rico,66572.0,Hombre,Mayores de Edad (>18 años), - , 1 , 1 , - , - , - , - , - , - , 2 
Risaralda , Pueblo Rico,66572.0,HOMBRE,TOTAL, - , 1 , 1 , - , - , - , - , - , - , 2 
Risaralda , Pueblo Rico,66572.0,Mujer,Menores de Edad (<18 años), - , - , - , - , - , - , - , - , - , - 
Risaralda , Pueblo Rico,66572.0,Mujer,Mayores de Edad (>18 años), - , - , - , - , - , - , - , - , - , - 
Risaralda , Pueblo Rico,66572.0,MUJER,TOTAL, - , - , - , - , - , - , - , - , - , - 
Risaralda , Pueblo Rico,66572.0,Indeterminado,Menores de Edad (<18 años), - , - , - , - , - , - , - , - , - , - 
Risaralda , Pueblo Rico,66572.0,Indeterminado,Mayores de Edad (>18 años), - , - , - , - , - , - , - , - , - , - 
Risaralda , Pueblo Rico,66572.0,INDETERMINADO,TOTAL, - , - , - , - , - , - , - , - , - , - 
Risaralda , Pueblo Rico,66572.0,TOTAL,, - , 1 , 1 , - , - , - , - , - , - , 2 
