COMPORTAMIENTO DE LAS LESIONES NO FATALES POR VIOLENCIA INTRAFAMILIAR (VIF) EN BOGOTÁ D.C AÑO 2021 / LOCALIDAD DEL HECHO,Antonio Nariño,Antonio Nariño.1,Antonio Nariño.2,Antonio Nariño.3,Antonio Nariño.4,Antonio Nariño.5,Antonio Nariño.6,Barrios Unidos,Barrios Unidos.1,Barrios Unidos.2,Barrios Unidos.3,Barrios Unidos.4,Barrios Unidos.5,Barrios Unidos.6,Bosa,Bosa.1,Bosa.2,Bosa.3,Bosa.4,Bosa.5,Bosa.6,Chapinero,Chapinero.1,Chapinero.2,Chapinero.3,Chapinero.4,Chapinero.5,Chapinero.6,Ciudad Bolívar,Ciudad Bolívar.1,Ciudad Bolívar.2,Ciudad Bolívar.3,Ciudad Bolívar.4,Ciudad Bolívar.5,Ciudad Bolívar.6,Engativá,Engativá.1,Engativá.2,Engativá.3,Engativá.4,Engativá.5,Engativá.6,Fontibón,Fontibón.1,Fontibón.2,Fontibón.3,Fontibón.4,Fontibón.5,Fontibón.6,Kennedy,Kennedy.1,Kennedy.2,Kennedy.3,Kennedy.4,Kennedy.5,Kennedy.6,La Candelaria,La Candelaria.1,La Candelaria.2,La Candelaria.3,La Candelaria.4,La Candelaria.5,La Candelaria.6,Mártires,Mártires.1,Mártires.2,Mártires.3,Mártires.4,Mártires.5,Mártires.6,Puente Aranda,Puente Aranda.1,Puente Aranda.2,Puente Aranda.3,Puente Aranda.4,Puente Aranda.5,Puente Aranda.6,Rafael Uribe Uribe,Rafael Uribe Uribe.1,Rafael Uribe Uribe.2,Rafael Uribe Uribe.3,Rafael Uribe Uribe.4,Rafael Uribe Uribe.5,Rafael Uribe Uribe.6,San Cristóbal,San Cristóbal.1,San Cristóbal.2,San Cristóbal.3,San Cristóbal.4,San Cristóbal.5,San Cristóbal.6,Santafé,Santafé.1,Santafé.2,Santafé.3,Santafé.4,Santafé.5,Santafé.6,Suba,Suba.1,Suba.2,Suba.3,Suba.4,Suba.5,Suba.6,Sumapaz,Sumapaz.1,Sumapaz.2,Sumapaz.3,Sumapaz.4,Sumapaz.5,Sumapaz.6,Teusaquillo,Teusaquillo.1,Teusaquillo.2,Teusaquillo.3,Teusaquillo.4,Teusaquillo.5,Teusaquillo.6,Tunjuelito,Tunjuelito.1,Tunjuelito.2,Tunjuelito.3,Tunjuelito.4,Tunjuelito.5,Tunjuelito.6,Usaquén,Usaquén.1,Usaquén.2,Usaquén.3,Usaquén.4,Usaquén.5,Usaquén.6,Usme,Usme.1,Usme.2,Usme.3,Usme.4,Usme.5,Usme.6,Sin información,Sin información.1,Sin información.2,Sin información.3,Sin información.4,Sin información.5,Sin información.6,CIFRA
Áreas deportivas y/o recreativas,-,-,-,-,-,-,-,-,-,-,-,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,2,2,3,-,2,2,-,-,-,2,9
"Calle (autopista, avenida, dentro de la ciudad)",-,2,2,-,-,-,2,-,3,3,-,4,4,7,-,15,15,-,23,23,38,-,1,1,-,1,1,2,-,20,20,-,22,22,42,-,13,13,-,14,14,27,-,3,3,-,4,4,7,-,20,20,-,21,21,41,-,-,-,-,2,2,2,-,1,1,-,9,9,10,-,5,5,-,7,7,12,-,8,8,-,11,11,19,-,19,19,-,30,30,49,-,8,8,-,5,5,13,-,10,10,-,13,13,23,-,-,-,-,-,-,-,-,-,-,-,2,2,2,-,9,9,-,5,5,14,-,16,16,-,11,11,27,-,18,18,-,17,17,35,-,16,16,-,12,12,28,400
Carretera (fuera de la ciudad),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2
"Centro de atención médica (hospital, clínica, consultorio, etc.)",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3
"Espacios terrestres al aire libre (bosque, potrero, montaña, playa, etc.)",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
"Establecimiento comercial (tienda, centro comercial, almacén, plaza de mercado)",-,-,-,-,1,1,1,-,-,-,-,3,3,3,-,2,2,-,8,8,10,-,-,-,-,1,1,1,-,1,1,-,7,7,8,-,4,4,-,2,2,6,-,1,1,-,1,1,2,-,4,4,-,5,5,9,-,-,-,-,-,-,-,-,1,1,-,4,4,5,-,-,-,-,2,2,2,-,1,1,-,2,2,3,-,2,2,-,-,-,2,-,-,-,-,1,1,1,-,-,-,-,4,4,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,1,1,2,-,-,-,-,2,2,2,-,-,-,-,1,1,1,-,1,1,-,1,1,2,64
"Establecimientos de expendio de comidas (restaurantes, asaderos, salsamentarias, etc.)",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,2,-,-,-,2,-,-,-,-,-,-,-,-,1,1,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,-,-,-,-,-,-,-,5
"Establecimientos dedicados a la administración pública (cortes, juzgados, ministerios, etc.)",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,1,1,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2
"Lugares de actividades culturales (cines, teatros, museos, bibliotecas, etc.)",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,2,2,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4
Lugares de esparcimiento con expendio de alcohol,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,-,-,-,-,-,-,-,-,-,-,-,1,1,1,-,1,1,-,-,-,1,-,-,-,-,-,-,-,-,2,2,-,1,1,3,-,-,-,-,-,-,-,-,1,1,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,1,-,-,-,-,-,-,-,10
"Lugares de hospedaje (hoteles, campamentos y otros tipos de hospedaje no permanente, moteles, etc.)",-,-,-,-,-,-,-,-,1,1,-,-,-,1,-,3,3,-,5,5,8,-,1,1,-,1,1,2,-,3,3,-,5,5,8,-,2,2,-,3,3,5,-,2,2,-,2,2,4,-,1,1,-,5,5,6,-,2,2,-,-,-,2,-,1,1,-,2,2,3,-,1,1,-,2,2,3,-,3,3,-,2,2,5,-,6,6,-,2,2,8,-,5,5,-,-,-,5,-,17,17,-,32,32,49,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,8,8,8,-,2,2,-,5,5,7,-,-,-,-,1,1,1,125
Oficinas y/o edificios de oficinas,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3
"Parqueaderos, estacionamientos",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
"Sitio de culto (capilla, iglesia, templo, etc.)",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,-,-,-,-,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2
Terreno baldío,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
Vehículo de servicio particular,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,1,1,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,6
Vía pública,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,2,2,-,1,1,-,1,1,2,-,5,5,-,21,21,26,-,2,2,-,1,1,3,-,-,-,-,2,2,2,-,6,6,-,1,1,7,-,1,1,-,1,1,2,-,2,2,-,1,1,3,-,-,-,-,4,4,4,-,1,1,-,4,4,5,-,2,2,-,5,5,7,-,1,1,-,2,2,3,-,1,1,-,1,1,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,1,-,-,-,-,1,1,1,-,5,5,-,2,2,7,-,-,-,-,-,-,-,77
Vivienda,-,11,11,-,23,23,34,-,12,12,-,14,14,26,-,73,73,-,150,150,223,-,12,12,-,13,13,25,-,100,100,-,191,191,291,-,87,87,-,129,129,216,-,22,22,-,49,49,71,-,104,104,-,195,195,299,-,5,5,-,6,6,11,-,7,7,-,20,20,27,-,26,26,-,33,33,59,-,39,39,-,78,78,117,-,85,85,-,125,125,210,-,20,20,-,34,34,54,-,65,65,-,113,113,178,-,-,-,-,1,1,1,-,12,12,-,14,14,26,-,27,27,-,28,28,55,-,38,38,-,46,46,84,-,52,52,-,96,96,148,-,20,20,-,29,29,49,2204
Otros,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,1,3
VIOLENCIA CONTRA EL ADULTO MAYOR (VIF),-,5,5,-,4,4,9,-,3,3,-,4,4,7,-,16,16,-,22,22,38,-,5,5,-,2,2,7,-,27,27,-,21,21,48,-,35,35,-,31,31,66,-,7,7,-,5,5,12,-,25,25,-,37,37,62,-,4,4,-,-,-,4,-,6,6,-,8,8,14,-,7,7,-,11,11,18,-,9,9,-,10,10,19,-,24,24,-,29,29,53,-,6,6,-,2,2,8,-,19,19,-,36,36,55,-,-,-,-,-,-,-,-,7,7,-,1,1,8,-,12,12,-,9,9,21,-,9,9,-,13,13,22,-,9,9,-,10,10,19,-,7,7,-,6,6,13,503
Áreas deportivas y/o recreativas,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
"Calle (autopista, avenida, dentro de la ciudad)",-,1,1,-,1,1,2,-,-,-,-,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,2,-,-,-,2,-,2,2,-,3,3,5,-,1,1,-,-,-,1,-,3,3,-,4,4,7,-,1,1,-,-,-,1,-,2,2,-,-,-,2,-,1,1,-,1,1,2,-,2,2,-,1,1,3,-,3,3,-,4,4,7,-,2,2,-,-,-,2,-,4,4,-,4,4,8,-,-,-,-,-,-,-,-,1,1,-,-,-,1,-,1,1,-,1,1,2,-,1,1,-,1,1,2,-,1,1,-,-,-,1,-,4,4,-,1,1,5,54
"Centro de atención médica (hospital, clínica, consultorio, etc.)",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
"Establecimiento comercial (tienda, centro comercial, almacén, plaza de mercado)",-,-,-,-,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,2,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4
"Establecimientos dedicados a la administración pública (cortes, juzgados, ministerios, etc.)",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
"Lugares de hospedaje (hoteles, campamentos y otros tipos de hospedaje no permanente, moteles, etc.)",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,-,-,-,-,-,-,-,-,1,1,-,-,-,1,-,-,-,-,2,2,2,-,1,1,-,-,-,1,-,1,1,-,-,-,1,-,1,1,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,1,1,2,-,1,1,-,-,-,1,-,-,-,-,-,-,-,-,4,4,-,12,12,16,-,-,-,-,-,-,-,-,1,1,-,-,-,1,-,-,-,-,-,-,-,-,1,1,-,3,3,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,31
Oficinas y/o edificios de oficinas,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,2
Vehículo de servicio particular,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
Vía pública,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,1,2
Vivienda,-,4,4,-,2,2,6,-,3,3,-,3,3,6,-,15,15,-,21,21,36,-,5,5,-,2,2,7,-,24,24,-,20,20,44,-,32,32,-,26,26,58,-,5,5,-,5,5,10,-,21,21,-,32,32,53,-,2,2,-,-,-,2,-,4,4,-,8,8,12,-,6,6,-,10,10,16,-,6,6,-,8,8,14,-,20,20,-,24,24,44,-,4,4,-,2,2,6,-,11,11,-,19,19,30,-,-,-,-,-,-,-,-,3,3,-,1,1,4,-,11,11,-,7,7,18,-,7,7,-,9,9,16,-,8,8,-,10,10,18,-,1,1,-,4,4,5,405
Sin Información,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,1,1
TOTAL,6,18,24,6,28,34,58,7,19,26,4,26,30,56,93,111,204,120,214,334,538,12,20,32,6,20,26,58,120,157,277,111,273,384,661,56,145,201,69,180,249,450,21,35,56,21,64,85,141,99,163,262,125,268,393,655,1,12,13,-,9,9,22,15,19,34,18,44,62,96,17,39,56,10,59,69,125,45,63,108,40,111,151,259,89,139,228,72,192,264,492,11,40,51,20,44,64,115,70,112,182,82,202,284,466,1,-,1,-,1,1,2,5,20,25,8,19,27,52,19,50,69,18,44,62,131,36,64,100,26,82,108,208,54,88,142,76,134,210,352,47,47,94,53,50,103,197,5134
VARIABLE: ZONA DEL HECHO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"VIOLENCIA CONTRA NIÑOS, NIÑAS Y ADOLESCENTES (VIF)",6,-,6,6,-,6,12,7,-,7,4,-,4,11,93,-,93,120,-,120,213,12,-,12,6,-,6,18,120,-,120,111,-,111,231,56,-,56,69,-,69,125,21,-,21,21,-,21,42,99,-,99,125,-,125,224,1,-,1,-,-,-,1,15,-,15,18,-,18,33,17,-,17,10,-,10,27,45,-,45,40,-,40,85,89,-,89,72,-,72,161,11,-,11,20,-,20,31,70,-,70,82,-,82,152,1,-,1,-,-,-,1,5,-,5,8,-,8,13,19,-,19,18,-,18,37,36,-,36,26,-,26,62,54,-,54,76,-,76,130,47,-,47,53,-,53,100,1709
Cabecera municipal,6,-,6,6,-,6,12,7,-,7,4,-,4,11,92,-,92,118,-,118,210,12,-,12,6,-,6,18,117,-,117,107,-,107,224,56,-,56,68,-,68,124,21,-,21,21,-,21,42,99,-,99,125,-,125,224,1,-,1,-,-,-,1,15,-,15,18,-,18,33,17,-,17,10,-,10,27,45,-,45,39,-,39,84,88,-,88,72,-,72,160,11,-,11,20,-,20,31,70,-,70,81,-,81,151,1,-,1,-,-,-,1,5,-,5,8,-,8,13,19,-,19,18,-,18,37,35,-,35,26,-,26,61,53,-,53,76,-,76,129,45,-,45,53,-,53,98,1691
"Centro poblado (corregimiento, inspección de policía y caserío) ",-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,2,-,2,3,-,-,-,-,-,-,-,2,-,2,3,-,3,5,-,-,-,1,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,1,1,-,1,-,-,-,1,-,-,-,-,-,-,-,-,-,-,1,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,13
Parte rural (vereda y campo),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,1,-,1,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,-,-,-,1,-,-,-,-,-,-,-,3
Sin información,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,2,-,-,-,2,2
VIOLENCIA ENTRE OTROS FAMILIARES (VIF),-,13,13,-,24,24,37,-,16,16,-,22,22,38,-,95,95,-,192,192,287,-,15,15,-,18,18,33,-,130,130,-,252,252,382,-,110,110,-,149,149,259,-,28,28,-,59,59,87,-,138,138,-,231,231,369,-,8,8,-,9,9,17,-,13,13,-,36,36,49,-,32,32,-,48,48,80,-,54,54,-,101,101,155,-,115,115,-,163,163,278,-,34,34,-,42,42,76,-,93,93,-,166,166,259,-,-,-,-,1,1,1,-,13,13,-,18,18,31,-,38,38,-,35,35,73,-,55,55,-,69,69,124,-,79,79,-,124,124,203,-,40,40,-,44,44,84,2922
Cabecera municipal,-,12,12,-,22,22,34,-,15,15,-,21,21,36,-,93,93,-,189,189,282,-,15,15,-,18,18,33,-,122,122,-,248,248,370,-,106,106,-,143,143,249,-,27,27,-,57,57,84,-,136,136,-,221,221,357,-,8,8,-,9,9,17,-,13,13,-,35,35,48,-,31,31,-,46,46,77,-,49,49,-,95,95,144,-,110,110,-,159,159,269,-,34,34,-,36,36,70,-,91,91,-,162,162,253,-,-,-,-,1,1,1,-,13,13,-,17,17,30,-,34,34,-,33,33,67,-,51,51,-,68,68,119,-,75,75,-,123,123,198,-,40,40,-,41,41,81,2819
